var,x,y,y_lower,y_upper
weekend,0.0,-0.0009761731947690901,-0.0009943112647694658,-0.0009580351247687143
weekend,1.0,0.001017131510633527,0.0010011371953284308,0.001033125825938623
weekday,0.0,0.0010069601955271755,0.0009911258233751183,0.0010227945676792327
weekday,1.0,-0.0009664114628213857,-0.0009843681521217594,-0.000948454773521012
non_holiday,0.0,-0.0034057743366252384,-0.0034352424755017806,-0.0033763061977486962
non_holiday,1.0,0.0029982025262711093,0.002972192239529767,0.0030242128130124517
holiday,0.0,0.0029682205010083907,0.0029424703171344498,0.0029939706848823317
holiday,1.0,-0.0033717165932589796,-0.0034008900507467507,-0.0033425431357712084
number_of_locations,3.0,-0.012203184797827461,-0.012437934519502284,-0.011968435076152638
number_of_locations,3.5,-0.010690735471036978,-0.010847404495506719,-0.010534066446567238
number_of_locations,4.5,-0.007750435065857855,-0.007922763909726835,-0.0075781062219888755
number_of_locations,5.5,-0.0058709537309777635,-0.006014267480727407,-0.00572763998122812
number_of_locations,6.5,-0.0042402315835201165,-0.004349947444925073,-0.00413051572211516
number_of_locations,7.5,0.0003790361481004383,-2.020772845861998e-06,0.0007600930690467386
number_of_locations,8.5,0.0016949406139550776,0.0016105955179759267,0.0017792857099342284
number_of_locations,9.5,0.0036705194797973613,0.0035723202188876783,0.003768718740707044
number_of_locations,10.5,0.0037077967293746407,0.0036262737452765785,0.003789319713472703
number_of_locations,11.5,0.007816131626849972,0.007530353970853789,0.008101909282846155
number_of_locations,12.5,0.007816131626849972,0.007530353970853789,0.008101909282846155
number_of_locations,13.5,0.008931022548843225,0.008701990116648487,0.009160054981037962
number_of_locations,14.5,0.008931022548843225,0.008701990116648487,0.009160054981037962
number_of_locations,15.5,0.008931022548843225,0.008701990116648487,0.009160054981037962
number_of_locations,16.5,0.008931022548843225,0.008701990116648487,0.009160054981037962
number_of_locations,17.5,0.009041342449419475,0.008815356583581447,0.009267328315257502
number_of_locations,18.5,0.009041342449419475,0.008815356583581447,0.009267328315257502
number_of_locations,19.5,0.009041342449419475,0.008815356583581447,0.009267328315257502
number_of_locations,20.5,0.010766614783060378,0.010224793171137291,0.011308436394983464
number_of_locations,21.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,22.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,23.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,24.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,25.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,26.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,27.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,28.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,29.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,30.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,31.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,32.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,33.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,34.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,35.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,36.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,37.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,38.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,39.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,40.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,41.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,42.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,43.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,44.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,45.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,46.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,47.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,48.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,49.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,50.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,51.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,52.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,53.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,54.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,55.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,56.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,57.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,58.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,59.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,60.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,61.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,62.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,63.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,64.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,65.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,66.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,67.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,68.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,69.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,70.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,71.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,72.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,73.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,74.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,75.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,76.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,77.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,78.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,79.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,80.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,81.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,82.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,83.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,84.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,85.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,86.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,87.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,88.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,89.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,90.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,91.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,92.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,93.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,94.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,95.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,96.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
number_of_locations,98.5,0.011040189197201452,0.010854299265950627,0.011226079128452277
