median_distance_from_home,evenness_income_resi,f,freq
0.0,0.0,-0.003497232875302988,0.0
0.0,0.05932659932659934,-0.003497232875302988,0.0
0.0,0.07604301581694731,-0.003497232875302988,0.0
0.0,0.09212309228355439,-0.003497232875302988,0.0
0.0,0.10410645472061658,-0.0019038796407030297,0.0
0.0,0.11594202898550726,-0.00180379423616879,0.0
0.0,0.13235161424214534,-0.0005262825019811923,0.0
0.0,0.14603174603174604,-8.685658655203142e-05,0.0
0.0,0.15599024343584103,-8.685658655203142e-05,0.0
0.0,0.16677044416770442,-8.685658655203142e-05,0.0
0.0,0.18181818181818182,0.0024892312468828264,0.0
0.0,0.19748784789435198,0.002607734446470013,0.0
0.0,0.21276595744680848,0.002607734446470013,0.0
0.0,0.22835278200575002,0.002607734446470013,0.0
0.0,0.22841664508331172,0.0026541806181779675,0.0
0.0,0.24512966476913345,0.0028449551300754284,0.0
0.0,0.26190476190476186,0.003196892870259723,0.0
0.0,0.2796878403240232,0.003196892870259723,0.0
0.0,0.3026390450190033,0.003196892870259723,0.0
0.0,0.32565576186265843,0.003196892870259723,0.0
0.0,0.33333333333333326,0.003196892870259723,0.0
0.0,0.34285714285714286,0.003196892870259723,0.0
0.0,0.3728813559322034,0.003196892870259723,0.0
0.0,0.40175560175560177,0.003196892870259723,0.0
0.0,0.4018465273784423,0.003196892870259723,0.0
0.0,0.4382077240344957,0.003196892870259723,0.0
0.0,0.47619047619047616,0.003196892870259723,0.0
0.0,0.5333333333333332,0.003196892870259723,0.0
0.0,0.6666666666666665,0.003196892870259723,0.0
0.0,0.7224444444444444,0.003196892870259723,0.0
0.007584472322506031,0.0,-0.003497232875302988,0.0
0.007584472322506031,0.05932659932659934,-0.003497232875302988,17356.0
0.007584472322506031,0.07604301581694731,-0.003497232875302988,16914.0
0.007584472322506031,0.09212309228355439,-0.003497232875302988,16952.0
0.007584472322506031,0.10410645472061658,-0.0019038796407030297,16673.0
0.007584472322506031,0.11594202898550726,-0.00180379423616879,18425.0
0.007584472322506031,0.13235161424214534,-0.0005262825019811923,18217.0
0.007584472322506031,0.14603174603174604,-8.685658655203142e-05,17166.0
0.007584472322506031,0.15599024343584103,-8.685658655203142e-05,17216.0
0.007584472322506031,0.16677044416770442,-8.685658655203142e-05,17833.0
0.007584472322506031,0.18181818181818182,0.0024892312468828264,18232.0
0.007584472322506031,0.19748784789435198,0.002607734446470013,17579.0
0.007584472322506031,0.21276595744680848,0.002607734446470013,17781.0
0.007584472322506031,0.22835278200575002,0.002607734446470013,18095.0
0.007584472322506031,0.22841664508331172,0.0026541806181779675,24949.0
0.007584472322506031,0.24512966476913345,0.0028449551300754284,16422.0
0.007584472322506031,0.26190476190476186,0.003196892870259723,15206.0
0.007584472322506031,0.2796878403240232,0.003196892870259723,15576.0
0.007584472322506031,0.3026390450190033,0.003196892870259723,16286.0
