Lowest income group,cum_jobs,f,freq
0.0,0.0,-0.0012772200540002946,0.0
0.0,381.359021790573,-0.0012772200540002946,0.0
0.0,801.1857051368861,-0.0012772200540002946,0.0
0.0,1256.5145153564372,-0.0012772200540002946,0.0
0.0,1707.8187342922174,-0.0012772200540002946,0.0
0.0,2164.998373795577,0.0005580517247445204,0.0
0.0,2765.829992276005,0.0005580517247445204,0.0
0.0,3409.626140978755,0.0005580517247445204,0.0
0.0,4459.531201501333,0.0005580517247445204,0.0
0.0,5276.417604785413,0.0005580517247445204,0.0
0.0,6635.768043903925,0.0005580517247445204,0.0
0.0,7516.038130887857,0.0005580517247445204,0.0
0.0,8830.630495521022,0.0005580517247445204,0.0
0.0,10919.310573351555,0.001796714456498689,0.0
0.0,13409.380637219758,0.0018323372375082727,0.0
0.0,17125.493935792925,0.0018323372375082727,0.0
0.0,20513.980999515246,0.0018323372375082727,0.0
0.0,23805.94727169494,0.0018323372375082727,0.0
0.0,26184.706016140044,0.0018323372375082727,0.0
0.0,29529.729408601866,0.0018323372375082727,0.0
0.0,34053.23296287436,0.0018323372375082727,0.0
0.0,39463.14737469656,0.0018323372375082727,0.0
0.0,55421.9896749117,0.0017827406950622492,0.0
0.0,91167.3808851101,0.001712316227964248,0.0
0.0,113625.91869241698,0.001712316227964248,0.0
0.0,149655.88798704115,0.001712316227964248,0.0
0.0,208408.64041463475,0.001712316227964248,0.0
0.0,319066.0198005588,0.001712316227964248,0.0
0.0,440181.3536483415,0.001712316227964248,0.0
0.0,471232.7074012576,0.001712316227964248,0.0
0.008720930232558155,0.0,-0.0012772200540002946,0.0
0.008720930232558155,381.359021790573,-0.0012772200540002946,10687.0
0.008720930232558155,801.1857051368861,-0.0012772200540002946,9198.0
0.008720930232558155,1256.5145153564372,-0.0012772200540002946,6957.0
0.008720930232558155,1707.8187342922174,-0.0012772200540002946,6279.0
0.008720930232558155,2164.998373795577,0.0005580517247445204,5050.0
0.008720930232558155,2765.829992276005,0.0005580517247445204,5125.0
0.008720930232558155,3409.626140978755,0.0005580517247445204,5562.0
0.008720930232558155,4459.531201501333,0.0005580517247445204,5750.0
0.008720930232558155,5276.417604785413,0.0005580517247445204,4841.0
0.008720930232558155,6635.768043903925,0.0005580517247445204,5732.0
0.008720930232558155,7516.038130887857,0.0005580517247445204,4215.0
0.008720930232558155,8830.630495521022,0.0005580517247445204,3752.0
0.008720930232558155,10919.310573351555,0.001796714456498689,6029.0
0.008720930232558155,13409.380637219758,0.0018323372375082727,2279.0
0.008720930232558155,17125.493935792925,0.0018323372375082727,6982.0
0.008720930232558155,20513.980999515246,0.0018323372375082727,1813.0
0.008720930232558155,23805.94727169494,0.0018323372375082727,3154.0
0.008720930232558155,26184.706016140044,0.0018323372375082727,4835.0
0.008720930232558155,29529.729408601866,0.0018323372375082727,897.0
0.008720930232558155,34053.23296287436,0.0018323372375082727,800.0
0.008720930232558155,39463.14737469656,0.0018323372375082727,3043.0
0.008720930232558155,55421.9896749117,0.0017827406950622492,3453.0
0.008720930232558155,91167.3808851101,0.001712316227964248,3752.0
0.008720930232558155,113625.91869241698,0.001712316227964248,1655.0
0.008720930232558155,149655.88798704115,0.001712316227964248,2364.0
0.008720930232558155,208408.64041463475,0.001712316227964248,1198.0
0.008720930232558155,319066.0198005588,0.001712316227964248,8670.0
0.008720930232558155,440181.3536483415,0.001712316227964248,442.0
0.008720930232558155,471232.7074012576,0.001712316227964248,1314.0
0.07135975777594275,0.0,-0.0012772200540002946,0.0
0.07135975777594275,381.359021790573,-0.0012772200540002946,73.0
0.07135975777594275,801.1857051368861,-0.0012772200540002946,56.0
0.07135975777594275,1256.5145153564372,-0.0012772200540002946,238.0
0.07135975777594275,1707.8187342922174,-0.0012772200540002946,223.0
0.07135975777594275,2164.998373795577,0.0005580517247445204,861.0
0.07135975777594275,2765.829992276005,0.0005580517247445204,824.0
0.07135975777594275,3409.626140978755,0.0005580517247445204,375.0
0.07135975777594275,4459.531201501333,0.0005580517247445204,480.0
0.07135975777594275,5276.417604785413,0.0005580517247445204,699.0
0.07135975777594275,6635.768043903925,0.0005580517247445204,1534.0
0.07135975777594275,7516.038130887857,0.0005580517247445204,1512.0
0.07135975777594275,8830.630495521022,0.0005580517247445204,794.0
0.07135975777594275,10919.310573351555,0.001796714456498689,730.0
0.07135975777594275,13409.380637219758,0.0018323372375082727,775.0
0.07135975777594275,17125.493935792925,0.0018323372375082727,846.0
0.07135975777594275,20513.980999515246,0.0018323372375082727,1167.0
0.07135975777594275,23805.94727169494,0.0018323372375082727,1523.0
0.07135975777594275,26184.706016140044,0.0018323372375082727,705.0
0.07135975777594275,29529.729408601866,0.0018323372375082727,961.0
0.07135975777594275,34053.23296287436,0.0018323372375082727,746.0
0.07135975777594275,39463.14737469656,0.0018323372375082727,572.0
0.07135975777594275,55421.9896749117,0.0017827406950622492,1561.0
0.07135975777594275,91167.3808851101,0.001712316227964248,3048.0
0.07135975777594275,113625.91869241698,0.001712316227964248,1662.0
0.07135975777594275,149655.88798704115,0.001712316227964248,1108.0
0.07135975777594275,208408.64041463475,0.001712316227964248,3980.0
0.07135975777594275,319066.0198005588,0.001712316227964248,6863.0
0.07135975777594275,440181.3536483415,0.001712316227964248,3493.0
0.07135975777594275,471232.7074012576,0.001712316227964248,174.0
0.0983256270141516,0.0,-0.0012772200540002946,0.0
0.0983256270141516,381.359021790573,-0.0012772200540002946,257.0
0.0983256270141516,801.1857051368861,-0.0012772200540002946,403.0
0.0983256270141516,1256.5145153564372,-0.0012772200540002946,704.0
0.0983256270141516,1707.8187342922174,-0.0012772200540002946,1030.0
0.0983256270141516,2164.998373795577,0.0005580517247445204,759.0
0.0983256270141516,2765.829992276005,0.0005580517247445204,649.0
0.0983256270141516,3409.626140978755,0.0005580517247445204,874.0
0.0983256270141516,4459.531201501333,0.0005580517247445204,1687.0
0.0983256270141516,5276.417604785413,0.0005580517247445204,1369.0
0.0983256270141516,6635.768043903925,0.0005580517247445204,1315.0
0.0983256270141516,7516.038130887857,0.0005580517247445204,2270.0
0.0983256270141516,8830.630495521022,0.0005580517247445204,2118.0
0.0983256270141516,10919.310573351555,0.001796714456498689,913.0
0.0983256270141516,13409.380637219758,0.0018323372375082727,1096.0
0.0983256270141516,17125.493935792925,0.0018323372375082727,1798.0
0.0983256270141516,20513.980999515246,0.0018323372375082727,3382.0
0.0983256270141516,23805.94727169494,0.0018323372375082727,1237.0
0.0983256270141516,26184.706016140044,0.0018323372375082727,795.0
0.0983256270141516,29529.729408601866,0.0018323372375082727,643.0
0.0983256270141516,34053.23296287436,0.0018323372375082727,954.0
0.0983256270141516,39463.14737469656,0.0018323372375082727,587.0
0.0983256270141516,55421.9896749117,0.0017827406950622492,1307.0
0.0983256270141516,91167.3808851101,0.001712316227964248,2280.0
0.0983256270141516,113625.91869241698,0.001712316227964248,689.0
0.0983256270141516,149655.88798704115,0.001712316227964248,1243.0
0.0983256270141516,208408.64041463475,0.001712316227964248,1396.0
0.0983256270141516,319066.0198005588,0.001712316227964248,3652.0
0.0983256270141516,440181.3536483415,0.001712316227964248,1646.0
0.0983256270141516,471232.7074012576,0.001712316227964248,448.0
0.11982905982905984,0.0,-0.0012772200540002946,0.0
0.11982905982905984,381.359021790573,-0.0012772200540002946,283.0
0.11982905982905984,801.1857051368861,-0.0012772200540002946,813.0
0.11982905982905984,1256.5145153564372,-0.0012772200540002946,707.0
0.11982905982905984,1707.8187342922174,-0.0012772200540002946,1040.0
0.11982905982905984,2164.998373795577,0.0005580517247445204,697.0
0.11982905982905984,2765.829992276005,0.0005580517247445204,889.0
0.11982905982905984,3409.626140978755,0.0005580517247445204,1282.0
0.11982905982905984,4459.531201501333,0.0005580517247445204,2675.0
0.11982905982905984,5276.417604785413,0.0005580517247445204,2220.0
0.11982905982905984,6635.768043903925,0.0005580517247445204,995.0
0.11982905982905984,7516.038130887857,0.0005580517247445204,1114.0
0.11982905982905984,8830.630495521022,0.0005580517247445204,2610.0
0.11982905982905984,10919.310573351555,0.001796714456498689,3200.0
