median_distance_from_home,Lowest income group,f,freq
0.0,0.0,-0.0013256562015810077,0.0
0.0,0.008720930232558155,-0.0011589695699374164,0.0
0.0,0.07135975777594275,-0.0011589695699374164,0.0
0.0,0.0983256270141516,-0.0011589695699374164,0.0
0.0,0.11982905982905984,-0.001049352070048162,0.0
0.0,0.13776767738393023,-0.001049352070048162,0.0
0.0,0.13788443616029825,-0.001049352070048162,0.0
0.0,0.15098657225508397,-0.001049352070048162,0.0
0.0,0.1697250280583614,-0.001049352070048162,0.0
0.0,0.18530782438067206,-0.001049352070048162,0.0
0.0,0.19906865296209558,0.0018444980950638738,0.0
0.0,0.19909455916093083,0.0018168584982025105,0.0
0.0,0.21378846800134427,0.0018168584982025105,0.0
0.0,0.2255270529264337,0.0015443516136119024,0.0
0.0,0.23738045123887597,0.0015443516136119024,0.0
0.0,0.2526598754951896,0.0015443516136119024,0.0
0.0,0.26843871423525256,0.0015443516136119024,0.0
0.0,0.28057847492973076,0.0015443516136119024,0.0
0.0,0.29484969053934573,0.0015443516136119024,0.0
0.0,0.31039219401288365,0.0015443516136119024,0.0
0.0,0.33312074829931976,0.0015443516136119024,0.0
0.0,0.3384785568413887,0.0015443516136119024,0.0
0.0,0.3659962266693619,0.0015443516136119024,0.0
0.0,0.3978255740798993,0.0015443516136119024,0.0
0.0,0.4299532710280374,0.0015443516136119024,0.0
0.0,0.461620294599018,0.0015443516136119024,0.0
0.0,0.499185667752443,0.0015443516136119024,0.0
0.0,0.5417496679946878,0.0015443516136119024,0.0
0.0,0.6083242159008022,0.0015443516136119024,0.0
0.0,0.762111801242236,0.0015443516136119024,0.0
0.007584472322506031,0.0,-0.0013256562015810077,0.0
0.007584472322506031,0.008720930232558155,-0.0011589695699374164,54591.0
0.007584472322506031,0.07135975777594275,-0.0011589695699374164,17034.0
0.007584472322506031,0.0983256270141516,-0.0011589695699374164,17033.0
0.007584472322506031,0.11982905982905984,-0.001049352070048162,17045.0
0.007584472322506031,0.13776767738393023,-0.001049352070048162,17729.0
0.007584472322506031,0.13788443616029825,-0.001049352070048162,19905.0
0.007584472322506031,0.15098657225508397,-0.001049352070048162,17339.0
0.007584472322506031,0.1697250280583614,-0.001049352070048162,17913.0
0.007584472322506031,0.18530782438067206,-0.001049352070048162,17339.0
0.007584472322506031,0.19906865296209558,0.0018444980950638738,18126.0
0.007584472322506031,0.19909455916093083,0.0018168584982025105,24949.0
0.007584472322506031,0.21378846800134427,0.0018168584982025105,15613.0
0.007584472322506031,0.2255270529264337,0.0015443516136119024,16234.0
0.007584472322506031,0.23738045123887597,0.0015443516136119024,15915.0
0.007584472322506031,0.2526598754951896,0.0015443516136119024,15298.0
0.007584472322506031,0.26843871423525256,0.0015443516136119024,16601.0
0.007584472322506031,0.28057847492973076,0.0015443516136119024,16126.0
0.007584472322506031,0.29484969053934573,0.0015443516136119024,17142.0
0.007584472322506031,0.31039219401288365,0.0015443516136119024,16551.0
0.007584472322506031,0.33312074829931976,0.0015443516136119024,15851.0
0.007584472322506031,0.3384785568413887,0.0015443516136119024,14349.0
0.007584472322506031,0.3659962266693619,0.0015443516136119024,16469.0
0.007584472322506031,0.3978255740798993,0.0015443516136119024,17078.0
0.007584472322506031,0.4299532710280374,0.0015443516136119024,16330.0
0.007584472322506031,0.461620294599018,0.0015443516136119024,17785.0
0.007584472322506031,0.499185667752443,0.0015443516136119024,18082.0
0.007584472322506031,0.5417496679946878,0.0015443516136119024,17124.0
0.007584472322506031,0.6083242159008022,0.0015443516136119024,17891.0
0.007584472322506031,0.762111801242236,0.0015443516136119024,17881.0
0.09025615892459626,0.0,-0.0013256562015810077,0.0
0.09025615892459626,0.008720930232558155,-0.0011589695699374164,2256.0
0.09025615892459626,0.07135975777594275,-0.0011589695699374164,523.0
0.09025615892459626,0.0983256270141516,-0.0011589695699374164,856.0
0.09025615892459626,0.11982905982905984,-0.001049352070048162,854.0
0.09025615892459626,0.13776767738393023,-0.001049352070048162,818.0
0.09025615892459626,0.13788443616029825,-0.001049352070048162,4.0
0.09025615892459626,0.15098657225508397,-0.001049352070048162,866.0
0.09025615892459626,0.1697250280583614,-0.001049352070048162,875.0
0.09025615892459626,0.18530782438067206,-0.001049352070048162,750.0
0.09025615892459626,0.19906865296209558,0.0018444980950638738,796.0
0.09025615892459626,0.19909455916093083,0.0018168584982025105,0.0
0.09025615892459626,0.21378846800134427,0.0018168584982025105,687.0
0.09025615892459626,0.2255270529264337,0.0015443516136119024,590.0
0.09025615892459626,0.23738045123887597,0.0015443516136119024,667.0
0.09025615892459626,0.2526598754951896,0.0015443516136119024,806.0
0.09025615892459626,0.26843871423525256,0.0015443516136119024,668.0
0.09025615892459626,0.28057847492973076,0.0015443516136119024,576.0
0.09025615892459626,0.29484969053934573,0.0015443516136119024,567.0
0.09025615892459626,0.31039219401288365,0.0015443516136119024,726.0
0.09025615892459626,0.33312074829931976,0.0015443516136119024,725.0
0.09025615892459626,0.3384785568413887,0.0015443516136119024,512.0
0.09025615892459626,0.3659962266693619,0.0015443516136119024,844.0
0.09025615892459626,0.3978255740798993,0.0015443516136119024,918.0
0.09025615892459626,0.4299532710280374,0.0015443516136119024,1011.0
0.09025615892459626,0.461620294599018,0.0015443516136119024,738.0
0.09025615892459626,0.499185667752443,0.0015443516136119024,757.0
0.09025615892459626,0.5417496679946878,0.0015443516136119024,908.0
0.09025615892459626,0.6083242159008022,0.0015443516136119024,870.0
0.09025615892459626,0.762111801242236,0.0015443516136119024,873.0
0.19595199853996093,0.0,-0.0013256562015810077,0.0
0.19595199853996093,0.008720930232558155,-0.0011589695699374164,2263.0
0.19595199853996093,0.07135975777594275,-0.0011589695699374164,611.0
0.19595199853996093,0.0983256270141516,-0.0011589695699374164,972.0
0.19595199853996093,0.11982905982905984,-0.001049352070048162,759.0
0.19595199853996093,0.13776767738393023,-0.001049352070048162,800.0
0.19595199853996093,0.13788443616029825,-0.001049352070048162,3.0
0.19595199853996093,0.15098657225508397,-0.001049352070048162,628.0
0.19595199853996093,0.1697250280583614,-0.001049352070048162,897.0
0.19595199853996093,0.18530782438067206,-0.001049352070048162,710.0
0.19595199853996093,0.19906865296209558,0.0018444980950638738,940.0
0.19595199853996093,0.19909455916093083,0.0018168584982025105,0.0
0.19595199853996093,0.21378846800134427,0.0018168584982025105,676.0
0.19595199853996093,0.2255270529264337,0.0015443516136119024,655.0
0.19595199853996093,0.23738045123887597,0.0015443516136119024,465.0
0.19595199853996093,0.2526598754951896,0.0015443516136119024,717.0
0.19595199853996093,0.26843871423525256,0.0015443516136119024,629.0
0.19595199853996093,0.28057847492973076,0.0015443516136119024,469.0
0.19595199853996093,0.29484969053934573,0.0015443516136119024,611.0
0.19595199853996093,0.31039219401288365,0.0015443516136119024,521.0
0.19595199853996093,0.33312074829931976,0.0015443516136119024,728.0
0.19595199853996093,0.3384785568413887,0.0015443516136119024,313.0
0.19595199853996093,0.3659962266693619,0.0015443516136119024,878.0
0.19595199853996093,0.3978255740798993,0.0015443516136119024,855.0
0.19595199853996093,0.4299532710280374,0.0015443516136119024,835.0
0.19595199853996093,0.461620294599018,0.0015443516136119024,731.0
0.19595199853996093,0.499185667752443,0.0015443516136119024,1152.0
0.19595199853996093,0.5417496679946878,0.0015443516136119024,847.0
0.19595199853996093,0.6083242159008022,0.0015443516136119024,1410.0
0.19595199853996093,0.762111801242236,0.0015443516136119024,797.0
0.3389175436817098,0.0,-0.0017862064232406676,0.0
0.3389175436817098,0.008720930232558155,-0.0016195197915970766,1786.0
0.3389175436817098,0.07135975777594275,-0.0016195197915970766,654.0
0.3389175436817098,0.0983256270141516,-0.0016195197915970766,842.0
0.3389175436817098,0.11982905982905984,-0.0015099022917078222,791.0
0.3389175436817098,0.13776767738393023,-0.0015099022917078222,1111.0
0.3389175436817098,0.13788443616029825,-0.0015099022917078222,25.0
0.3389175436817098,0.15098657225508397,-0.0015099022917078222,747.0
0.3389175436817098,0.1697250280583614,-0.0015099022917078222,814.0
0.3389175436817098,0.18530782438067206,-0.0015099022917078222,798.0
0.3389175436817098,0.19906865296209558,0.0013971390131568642,950.0
0.3389175436817098,0.19909455916093083,0.0015383660660030962,0.0
0.3389175436817098,0.21378846800134427,0.0015383660660030962,718.0
0.3389175436817098,0.2255270529264337,0.0015443516136119024,732.0
0.3389175436817098,0.23738045123887597,0.0015443516136119024,759.0
0.3389175436817098,0.2526598754951896,0.0015443516136119024,733.0
0.3389175436817098,0.26843871423525256,0.0015443516136119024,737.0
0.3389175436817098,0.28057847492973076,0.0015443516136119024,700.0
0.3389175436817098,0.29484969053934573,0.0015443516136119024,620.0
0.3389175436817098,0.31039219401288365,0.0015443516136119024,684.0
0.3389175436817098,0.33312074829931976,0.0015443516136119024,718.0
0.3389175436817098,0.3384785568413887,0.0015443516136119024,366.0
0.3389175436817098,0.3659962266693619,0.0015443516136119024,889.0
0.3389175436817098,0.3978255740798993,0.0015443516136119024,962.0
0.3389175436817098,0.4299532710280374,0.0015443516136119024,816.0
0.3389175436817098,0.461620294599018,0.0015443516136119024,709.0
0.3389175436817098,0.499185667752443,0.0015443516136119024,755.0
0.3389175436817098,0.5417496679946878,0.0015443516136119024,886.0
0.3389175436817098,0.6083242159008022,0.0015443516136119024,871.0
0.3389175436817098,0.762111801242236,0.0015443516136119024,947.0
0.41204563293472063,0.0,-0.0017862064232406676,0.0
0.41204563293472063,0.008720930232558155,-0.0016195197915970766,3452.0
0.41204563293472063,0.07135975777594275,-0.0016195197915970766,756.0
0.41204563293472063,0.0983256270141516,-0.0016195197915970766,611.0
0.41204563293472063,0.11982905982905984,-0.0015099022917078222,998.0
0.41204563293472063,0.13776767738393023,-0.0015099022917078222,612.0
0.41204563293472063,0.13788443616029825,-0.0015099022917078222,40.0
0.41204563293472063,0.15098657225508397,-0.0015099022917078222,692.0
0.41204563293472063,0.1697250280583614,-0.0015099022917078222,1057.0
0.41204563293472063,0.18530782438067206,-0.0015099022917078222,958.0
0.41204563293472063,0.19906865296209558,0.0013971390131568642,520.0
0.41204563293472063,0.19909455916093083,0.0015383660660030962,0.0
0.41204563293472063,0.21378846800134427,0.0015383660660030962,822.0
0.41204563293472063,0.2255270529264337,0.0015443516136119024,1026.0
