median_distance_from_home,evenness_income_resi,f,freq
0.0,0.20103761348897536,-0.0009724164450078327,0.0
0.0,0.23473824312333624,-0.0025799186853318295,0.0
0.0,0.2507134214551515,-0.0025799186853318295,0.0
0.0,0.26514660793712486,-0.002571945211127087,0.0
0.0,0.2735065678800243,-0.002571945211127087,0.0
0.0,0.2857142857142857,0.000592002995817584,0.0
0.0,0.29877593670697117,0.000592002995817584,0.0
0.0,0.3124404761904762,0.000592002995817584,0.0
0.0,0.3253650793650793,0.0006051705836852925,0.0
0.0,0.33333333333333337,0.0006051705836852925,0.0
0.0,0.342568563665826,0.0006051705836852925,0.0
0.0,0.35051546391752575,0.0006051705836852925,0.0
0.0,0.3602696656387931,-0.0003660472210134845,0.0
0.0,0.36363636363636365,-0.0008114457822919773,0.0
0.0,0.37734235480544304,-0.0008114457822919773,0.0
0.0,0.3904364250919574,-0.0008114457822919773,0.0
0.0,0.398738988507803,-0.0008114457822919773,0.0
0.0,0.41331256490134993,-0.0008114457822919773,0.0
0.0,0.42639150778685664,-0.0008114457822919773,0.0
0.0,0.4395346544414867,-0.0008114457822919773,0.0
0.0,0.4406969248852993,-0.0008114457822919773,0.0
0.0,0.4629841511992541,-0.0008114457822919773,0.0
0.0,0.47949048196637944,-0.0008114457822919773,0.0
0.0,0.5025258323765787,-0.0008114457822919773,0.0
0.0,0.5219258295380611,-0.0008114457822919773,0.0
0.0,0.5373528406796508,-0.0008114457822919773,0.0
0.0,0.5796635101590513,-0.0008114457822919773,0.0
0.0,0.6657355679702048,-0.0008114457822919773,0.0
0.0,0.6678160919540229,-0.0008114457822919773,0.0
0.0,0.9500000000000001,-0.0008114457822919773,0.0
0.007584472322506031,0.20103761348897536,-0.0009724164450078327,0.0
0.007584472322506031,0.23473824312333624,-0.0025799186853318295,3556.0
0.007584472322506031,0.2507134214551515,-0.0025799186853318295,2893.0
0.007584472322506031,0.26514660793712486,-0.002571945211127087,3056.0
0.007584472322506031,0.2735065678800243,-0.002571945211127087,3085.0
0.007584472322506031,0.2857142857142857,0.000592002995817584,2967.0
0.007584472322506031,0.29877593670697117,0.000592002995817584,3473.0
0.007584472322506031,0.3124404761904762,0.000592002995817584,3485.0
0.007584472322506031,0.3253650793650793,0.0006051705836852925,3369.0
0.007584472322506031,0.33333333333333337,0.0006051705836852925,3089.0
0.007584472322506031,0.342568563665826,0.0006051705836852925,3117.0
0.007584472322506031,0.35051546391752575,0.0006051705836852925,2988.0
0.007584472322506031,0.3602696656387931,-0.0003660472210134845,3356.0
0.007584472322506031,0.36363636363636365,-0.0008114457822919773,4177.0
0.007584472322506031,0.37734235480544304,-0.0008114457822919773,3560.0
0.007584472322506031,0.3904364250919574,-0.0008114457822919773,3486.0
0.007584472322506031,0.398738988507803,-0.0008114457822919773,3897.0
0.007584472322506031,0.41331256490134993,-0.0008114457822919773,3327.0
0.007584472322506031,0.42639150778685664,-0.0008114457822919773,3212.0
0.007584472322506031,0.4395346544414867,-0.0008114457822919773,3163.0
0.007584472322506031,0.4406969248852993,-0.0008114457822919773,4546.0
0.007584472322506031,0.4629841511992541,-0.0008114457822919773,3480.0
0.007584472322506031,0.47949048196637944,-0.0008114457822919773,3904.0
0.007584472322506031,0.5025258323765787,-0.0008114457822919773,3503.0
0.007584472322506031,0.5219258295380611,-0.0008114457822919773,3407.0
0.007584472322506031,0.5373528406796508,-0.0008114457822919773,4027.0
0.007584472322506031,0.5796635101590513,-0.0008114457822919773,3687.0
0.007584472322506031,0.6657355679702048,-0.0008114457822919773,3577.0
0.007584472322506031,0.6678160919540229,-0.0008114457822919773,8365.0
0.007584472322506031,0.9500000000000001,-0.0008114457822919773,3199.0
0.06883615905328355,0.20103761348897536,-0.0009724164450078327,0.0
