median_distance_from_home,cum_jobs,f,freq
0.0,0.0,0.002360090418159443,0.0
0.0,370.40797681579716,0.002360090418159443,0.0
0.0,748.563171156311,0.0032642777945438694,0.0
0.0,1075.4392365966778,0.0034644506566177493,0.0
0.0,1477.1865796203565,0.0034644506566177493,0.0
0.0,1824.4764605016098,0.004276125029259424,0.0
0.0,2126.5316889536552,0.004276125029259424,0.0
0.0,2645.213263770289,0.0045360537767400256,0.0
0.0,3095.4654753598516,0.0045360537767400256,0.0
0.0,3648.158259509277,0.0045360537767400256,0.0
0.0,4907.554292063549,0.006674186104910269,0.0
0.0,6140.370133510332,0.0066260851185638465,0.0
0.0,6904.979948617802,0.005862969083322131,0.0
0.0,7725.322053378815,0.005862969083322131,0.0
0.0,10093.470175688752,0.006195373948330534,0.0
0.0,12022.440937882999,0.006195373948330534,0.0
0.0,14827.4244039271,0.006195373948330534,0.0
0.0,18260.039519170874,0.006195373948330534,0.0
0.0,21573.269951174145,0.006195373948330534,0.0
0.0,23805.51825647786,0.006195373948330534,0.0
0.0,24378.803790132617,0.006195373948330534,0.0
0.0,27501.755648598075,0.006195373948330534,0.0
0.0,29529.729408601866,0.004689665599236559,0.0
0.0,34595.67124508541,0.004689665599236559,0.0
0.0,51085.684827654026,0.004689665599236559,0.0
0.0,53965.66742467964,0.004689665599236559,0.0
0.0,84744.7079815192,0.004689665599236559,0.0
0.0,102787.39052931717,0.004689665599236559,0.0
0.0,146252.08163469005,0.004689665599236559,0.0
0.0,146362.17362825797,0.004689665599236559,0.0
0.007584472322506031,0.0,0.002360090418159443,0.0
0.007584472322506031,370.40797681579716,0.002360090418159443,3085.0
0.007584472322506031,748.563171156311,0.0032642777945438694,3352.0
0.007584472322506031,1075.4392365966778,0.0034644506566177493,3496.0
0.007584472322506031,1477.1865796203565,0.0034644506566177493,3573.0
0.007584472322506031,1824.4764605016098,0.004276125029259424,3689.0
0.007584472322506031,2126.5316889536552,0.004276125029259424,3737.0
0.007584472322506031,2645.213263770289,0.0045360537767400256,3709.0
0.007584472322506031,3095.4654753598516,0.0045360537767400256,3804.0
0.007584472322506031,3648.158259509277,0.0045360537767400256,3919.0
0.007584472322506031,4907.554292063549,0.006674186104910269,3710.0
0.007584472322506031,6140.370133510332,0.0066260851185638465,3838.0
0.007584472322506031,6904.979948617802,0.005862969083322131,3999.0
0.007584472322506031,7725.322053378815,0.005862969083322131,3829.0
0.007584472322506031,10093.470175688752,0.006195373948330534,3565.0
0.007584472322506031,12022.440937882999,0.006195373948330534,3710.0
0.007584472322506031,14827.4244039271,0.006195373948330534,3783.0
0.007584472322506031,18260.039519170874,0.006195373948330534,3302.0
0.007584472322506031,21573.269951174145,0.006195373948330534,4187.0
0.007584472322506031,23805.51825647786,0.006195373948330534,3684.0
0.007584472322506031,24378.803790132617,0.006195373948330534,4985.0
0.007584472322506031,27501.755648598075,0.006195373948330534,4330.0
0.007584472322506031,29529.729408601866,0.004689665599236559,4759.0
0.007584472322506031,34595.67124508541,0.004689665599236559,4012.0
0.007584472322506031,51085.684827654026,0.004689665599236559,3810.0
0.007584472322506031,53965.66742467964,0.004689665599236559,4121.0
0.007584472322506031,84744.7079815192,0.004689665599236559,3554.0
0.007584472322506031,102787.39052931717,0.004689665599236559,3998.0
0.007584472322506031,146252.08163469005,0.004689665599236559,3554.0
0.007584472322506031,146362.17362825797,0.004689665599236559,7478.0
0.06883615905328355,0.0,0.002360090418159443,0.0
0.06883615905328355,370.40797681579716,0.002360090418159443,274.0
0.06883615905328355,748.563171156311,0.0032642777945438694,154.0
0.06883615905328355,1075.4392365966778,0.0034644506566177493,154.0
0.06883615905328355,1477.1865796203565,0.0034644506566177493,181.0
0.06883615905328355,1824.4764605016098,0.004276125029259424,131.0
0.06883615905328355,2126.5316889536552,0.004276125029259424,120.0
0.06883615905328355,2645.213263770289,0.0045360537767400256,138.0
0.06883615905328355,3095.4654753598516,0.0045360537767400256,131.0
0.06883615905328355,3648.158259509277,0.0045360537767400256,83.0
0.06883615905328355,4907.554292063549,0.004718068416171807,149.0
0.06883615905328355,6140.370133510332,0.004669967429825384,143.0
0.06883615905328355,6904.979948617802,0.0031062929311422905,85.0
0.06883615905328355,7725.322053378815,0.0031062929311422905,133.0
0.06883615905328355,10093.470175688752,0.003037455571985251,128.0
0.06883615905328355,12022.440937882999,0.003037455571985251,96.0
