Lowest income group,car_ownership,f,freq
0.40074906367041196,0.016304347826086973,0.0034444919677271307,0.0
0.40074906367041196,0.19533898130870214,0.0034444919677271307,0.0
0.40074906367041196,0.1954363992578405,0.0034444919677271307,0.0
0.40074906367041196,0.22673747619092302,0.0034444919677271307,0.0
0.40074906367041196,0.23639594540036324,0.0034444919677271307,0.0
0.40074906367041196,0.24202716508534006,0.0034444919677271307,0.0
0.40074906367041196,0.26611275862311606,0.0034444919677271307,0.0
0.40074906367041196,0.28179868071367387,0.0034444919677271307,0.0
0.40074906367041196,0.30802485425349274,0.0034444919677271307,0.0
0.40074906367041196,0.32956002540173396,0.0034444919677271307,0.0
0.40074906367041196,0.35660288944695606,0.003644725021558235,0.0
0.40074906367041196,0.3744710546902781,0.003644725021558235,0.0
0.40074906367041196,0.4052145915095034,0.0002924044074903852,0.0
0.40074906367041196,0.41779716551398177,0.0002924044074903852,0.0
0.40074906367041196,0.4301063475427949,0.0005207871604678884,0.0
0.40074906367041196,0.4435035905851139,-0.0014501114731286795,0.0
0.40074906367041196,0.469912436631773,0.0009831893288281429,0.0
0.40074906367041196,0.4842433854182442,0.0026096888785091567,0.0
0.40074906367041196,0.49535545200801423,0.0035527695890618166,0.0
0.40074906367041196,0.5146401884340481,0.0035527695890618166,0.0
0.40074906367041196,0.5382126491101673,0.0035527695890618166,0.0
0.40074906367041196,0.5559238599458598,0.0035527695890618166,0.0
0.40074906367041196,0.5783184062531579,0.0041215720159541456,0.0
0.40074906367041196,0.5869894525066939,0.0041215720159541456,0.0
0.40074906367041196,0.6159039107570912,0.0041215720159541456,0.0
0.40074906367041196,0.6410646801957427,0.0041215720159541456,0.0
0.40074906367041196,0.675200890712139,0.0037407707003846414,0.0
0.40074906367041196,0.7332114103926184,0.0037407707003846414,0.0
0.40074906367041196,0.8272250835298056,0.0037407707003846414,0.0
0.40074906367041196,0.9505133159818071,0.0032879430136148265,0.0
0.40848067126161225,0.016304347826086973,0.0034444919677271307,0.0
0.40848067126161225,0.19533898130870214,0.0034444919677271307,68.0
0.40848067126161225,0.1954363992578405,0.0034444919677271307,0.0
0.40848067126161225,0.22673747619092302,0.0034444919677271307,240.0
0.40848067126161225,0.23639594540036324,0.0034444919677271307,37.0
0.40848067126161225,0.24202716508534006,0.0034444919677271307,71.0
0.40848067126161225,0.26611275862311606,0.0034444919677271307,292.0
0.40848067126161225,0.28179868071367387,0.0034444919677271307,315.0
0.40848067126161225,0.30802485425349274,0.0034444919677271307,320.0
0.40848067126161225,0.32956002540173396,0.0034444919677271307,318.0
0.40848067126161225,0.35660288944695606,0.003644725021558235,1288.0
0.40848067126161225,0.3744710546902781,0.003644725021558235,116.0
0.40848067126161225,0.4052145915095034,0.0002924044074903852,312.0
0.40848067126161225,0.41779716551398177,0.0002924044074903852,133.0
0.40848067126161225,0.4301063475427949,0.0005207871604678884,134.0
0.40848067126161225,0.4435035905851139,-0.0014501114731286795,66.0
0.40848067126161225,0.469912436631773,0.0009831893288281429,242.0
0.40848067126161225,0.4842433854182442,0.0026096888785091567,84.0
0.40848067126161225,0.49535545200801423,0.0035527695890618166,125.0
0.40848067126161225,0.5146401884340481,0.0035527695890618166,171.0
0.40848067126161225,0.5382126491101673,0.0035527695890618166,896.0
0.40848067126161225,0.5559238599458598,0.0035527695890618166,150.0
0.40848067126161225,0.5783184062531579,0.0041215720159541456,227.0
0.40848067126161225,0.5869894525066939,0.0041215720159541456,70.0
0.40848067126161225,0.6159039107570912,0.0041215720159541456,252.0
0.40848067126161225,0.6410646801957427,0.0041215720159541456,85.0
0.40848067126161225,0.675200890712139,0.0037407707003846414,165.0
0.40848067126161225,0.7332114103926184,0.0037407707003846414,193.0
0.40848067126161225,0.8272250835298056,0.0037407707003846414,425.0
0.40848067126161225,0.9505133159818071,0.0032879430136148265,259.0
0.41455391527599483,0.016304347826086973,-0.003060274841956509,0.0
0.41455391527599483,0.19533898130870214,-0.003060274841956509,120.0
0.41455391527599483,0.1954363992578405,-0.003060274841956509,0.0
0.41455391527599483,0.22673747619092302,-0.003060274841956509,218.0
0.41455391527599483,0.23639594540036324,-0.003060274841956509,4.0
0.41455391527599483,0.24202716508534006,-0.003060274841956509,0.0
0.41455391527599483,0.26611275862311606,-0.003060274841956509,260.0
0.41455391527599483,0.28179868071367387,-0.003060274841956509,216.0
0.41455391527599483,0.30802485425349274,-0.003060274841956509,692.0
0.41455391527599483,0.32956002540173396,-0.003060274841956509,220.0
0.41455391527599483,0.35660288944695606,-0.0028600417881254054,24.0
0.41455391527599483,0.3744710546902781,-0.0028600417881254054,48.0
0.41455391527599483,0.4052145915095034,-0.0028600417881254054,220.0
0.41455391527599483,0.41779716551398177,-0.0028600417881254054,80.0
0.41455391527599483,0.4301063475427949,-0.0026316590351479017,53.0
0.41455391527599483,0.4435035905851139,-0.001438550910249626,259.0
0.41455391527599483,0.469912436631773,0.0009947498917071958,303.0
0.41455391527599483,0.4842433854182442,0.00262124944138821,2411.0
0.41455391527599483,0.49535545200801423,0.003564330151940869,236.0
0.41455391527599483,0.5146401884340481,0.003564330151940869,27.0
0.41455391527599483,0.5382126491101673,0.003564330151940869,361.0
0.41455391527599483,0.5559238599458598,0.003564330151940869,98.0
0.41455391527599483,0.5783184062531579,0.004133132578833199,132.0
0.41455391527599483,0.5869894525066939,0.004133132578833199,24.0
0.41455391527599483,0.6159039107570912,0.004133132578833199,234.0
0.41455391527599483,0.6410646801957427,0.004133132578833199,80.0
0.41455391527599483,0.675200890712139,0.004133132578833199,162.0
0.41455391527599483,0.7332114103926184,0.00547405939105173,157.0
0.41455391527599483,0.8272250835298056,0.00547405939105173,255.0
0.41455391527599483,0.9505133159818071,0.005021231704281915,197.0
0.42274960215872137,0.016304347826086973,-0.0034143336569441947,0.0
0.42274960215872137,0.19533898130870214,-0.0034143336569441947,207.0
0.42274960215872137,0.1954363992578405,-0.0034143336569441947,0.0
0.42274960215872137,0.22673747619092302,-0.0034143336569441947,215.0
0.42274960215872137,0.23639594540036324,-0.0034143336569441947,129.0
0.42274960215872137,0.24202716508534006,-0.0034143336569441947,71.0
0.42274960215872137,0.26611275862311606,-0.0034143336569441947,186.0
0.42274960215872137,0.28179868071367387,-0.0034143336569441947,144.0
0.42274960215872137,0.30802485425349274,-0.0034143336569441947,98.0
