var,x,y,y_lower,y_upper
weekend,0.0,-0.0007256315664298484,-0.0007334053175254455,-0.0007178578153342512
weekend,1.0,0.0007536039818731768,0.0007486335847092976,0.0007585743790370559
weekday,0.0,0.0007460679420544306,0.0007411472488621732,0.0007509886352466879
weekday,1.0,-0.0007183752507655362,-0.0007260712643501353,-0.0007106792371809371
non_holiday,0.0,-0.002409689602644145,-0.002419906087211518,-0.0023994731180767724
non_holiday,1.0,0.0021365111911244173,0.002128021761184655,0.0021450006210641795
holiday,0.0,0.0021151460792132046,0.0021067415435728084,0.002123550614853601
holiday,1.0,-0.002385592706617738,-0.002395707026339399,-0.002375478386896077
number_of_locations,3.0,-0.014470658827038456,-0.01456591867607994,-0.014375398977996973
number_of_locations,3.4999999999999982,-0.01162050071740716,-0.011654129291849473,-0.011586872142964848
number_of_locations,4.5,-0.007789678664331156,-0.007888073933122262,-0.007691283395540049
number_of_locations,5.5,-0.004459702184208389,-0.004528403394905536,-0.004391000973511243
number_of_locations,6.5,-0.0019411934837781173,-0.001995574210691609,-0.0018868127568646255
number_of_locations,7.5,0.0017021769400560284,0.001633080902646092,0.0017712729774659647
number_of_locations,8.5,0.00526029668461337,0.005037944434440405,0.005482648934786335
number_of_locations,9.5,0.005907058767200883,0.00571749687179195,0.0060966206626098165
number_of_locations,10.5,0.00770079983101779,0.007609167246331116,0.007792432415704463
number_of_locations,11.5,0.009846037100588373,0.009733922951782504,0.009958151249394242
number_of_locations,12.5,0.010060383747934075,0.009966812274869773,0.010153955220998377
number_of_locations,13.5,0.010419949034381412,0.010318206873024911,0.010521691195737913
number_of_locations,14.5,0.01046033472297685,0.010360879601153625,0.010559789844800075
number_of_locations,15.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,16.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,17.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,18.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,19.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,20.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,21.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,22.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,23.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,24.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,25.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,26.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,27.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,28.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,29.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,30.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,31.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,32.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,33.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,34.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,35.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,36.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,37.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,38.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,39.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,40.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,41.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,42.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,43.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,44.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,45.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,46.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,47.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,48.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,49.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,50.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,51.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,52.499999999999986,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,53.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,54.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,55.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,56.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,57.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,58.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,59.499999999999986,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,60.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,61.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,62.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,63.499999999999986,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,64.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,65.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,66.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,67.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,68.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,69.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,70.49999999999999,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,71.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,72.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,73.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,74.49999999999999,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,75.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,76.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,77.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,78.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,79.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,80.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,81.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,82.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,83.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,84.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,85.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,86.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,87.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,88.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,89.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,90.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,91.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,92.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,93.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,94.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,95.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,96.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,97.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,98.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,99.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,100.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,101.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,103.50000000000001,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,105.49999999999999,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,107.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,109.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,110.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,112.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,114.50000000000001,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,116.49999999999999,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,119.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,122.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,124.49999999999999,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,127.49999999999999,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,130.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,133.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,136.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,139.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,144.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,149.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,156.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,166.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,178.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,197.49999999999997,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_locations,225.5,0.011226917848636529,0.011155647070788036,0.01129818862648502
number_of_visits,5.0,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
number_of_visits,7.499999999999986,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
number_of_visits,8.5,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
number_of_visits,9.499999999999986,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
number_of_visits,10.5,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
number_of_visits,11.499999999999986,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
number_of_visits,12.5,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
number_of_visits,13.499999999999986,-0.0024413926253429707,-0.0024940370997195626,-0.0023887481509663787
