d,d_grp,fd
691,"(690, 691]",5.058669216760651e-05
692,"(691, 692]",4.2160056745448004e-05
693,"(692, 693]",3.838420284771078e-05
694,"(693, 694]",9.574145032322553e-05
695,"(694, 695]",2.5116126879114106e-05
696,"(695, 696]",2.8700452071224262e-05
697,"(696, 697]",3.6512226899218095e-05
698,"(697, 698]",3.35601678303491e-05
699,"(698, 699]",8.478402921848242e-05
700,"(699, 700]",2.29022301990592e-05
701,"(700, 701]",1.2778315479034166e-05
702,"(701, 702]",3.899061971702317e-05
703,"(702, 703]",5.928969631332459e-05
704,"(703, 704]",1.4541829612345855e-05
705,"(704, 705]",2.5646784871030566e-05
706,"(705, 706]",2.7660641461760302e-05
707,"(706, 707]",3.127444928704339e-05
708,"(707, 708]",2.4585491320870574e-05
709,"(708, 709]",2.4060465447572977e-05
710,"(709, 710]",5.253530225529224e-05
711,"(710, 711]",6.74195888870307e-05
712,"(711, 712]",3.139201434919897e-05
713,"(712, 713]",3.3458182321847836e-05
714,"(713, 714]",1.6227206505720956e-05
715,"(714, 715]",9.837688298664528e-05
716,"(715, 716]",4.637310203848415e-05
717,"(716, 717]",0.00010932508547256338
718,"(717, 718]",6.642815650111317e-05
719,"(718, 719]",2.458402340973035e-05
720,"(719, 720]",2.8568689994408203e-05
721,"(720, 721]",4.3543427286219075e-05
722,"(721, 722]",6.70777223239571e-05
723,"(722, 723]",9.196943226428074e-05
724,"(723, 724]",0.00011168203618899155
725,"(724, 725]",9.662163537510574e-05
726,"(725, 726]",0.0001515472816731584
727,"(726, 727]",9.95630810643315e-05
728,"(727, 728]",0.00013772702369689897
729,"(728, 729]",0.00016618851403251233
730,"(729, 730]",0.00014890900462679997
731,"(730, 731]",7.68722456658123e-05
732,"(731, 732]",5.064335382942769e-05
733,"(732, 733]",4.711322064801345e-05
734,"(733, 734]",7.338449726899615e-05
735,"(734, 735]",4.770464730905329e-05
736,"(735, 736]",5.641167909842398e-05
737,"(736, 737]",2.633565630568401e-05
738,"(737, 738]",3.355446273199567e-05
739,"(738, 739]",2.1141580067371794e-05
740,"(739, 740]",3.760089845584411e-05
741,"(740, 741]",4.129373184225585e-05
742,"(741, 742]",1.69468287686377e-05
743,"(742, 743]",3.844802763406598e-05
744,"(743, 744]",3.128193488022935e-05
745,"(744, 745]",6.045938481523174e-05
746,"(745, 746]",9.772264119924712e-05
747,"(746, 747]",4.3351581203097326e-05
748,"(747, 748]",6.0015484656353035e-05
749,"(748, 749]",2.970745587701002e-05
750,"(749, 750]",6.993956140590682e-05
751,"(750, 751]",3.113715357163854e-05
752,"(751, 752]",2.6600263239713515e-05
753,"(752, 753]",1.4352157962588128e-05
754,"(753, 754]",2.0734447940318506e-05
755,"(754, 755]",2.7154499330969575e-05
756,"(755, 756]",3.013198980087151e-05
757,"(756, 757]",2.278570190252595e-05
758,"(757, 758]",4.360384431409975e-05
759,"(758, 759]",3.072951803975599e-05
760,"(759, 760]",5.1637969169686874e-05
761,"(760, 761]",1.0971862867295886e-05
762,"(761, 762]",3.761744074137329e-05
763,"(762, 763]",1.6671133278649015e-05
764,"(763, 764]",4.0819716977027163e-05
765,"(764, 765]",1.8188154388393054e-05
766,"(765, 766]",2.406032716356956e-05
767,"(766, 767]",1.493126328432116e-05
768,"(767, 768]",1.778429384023195e-05
769,"(768, 769]",1.7932883497925908e-05
770,"(769, 770]",2.834441488080761e-05
771,"(770, 771]",3.376946564503776e-05
772,"(771, 772]",5.160392559985753e-05
773,"(772, 773]",4.0223484668445356e-05
774,"(773, 774]",4.561168935834647e-05
775,"(774, 775]",4.9800656494122665e-05
776,"(775, 776]",3.279401030198054e-05
777,"(776, 777]",1.2137416002273208e-05
778,"(777, 778]",3.057479580108824e-05
779,"(778, 779]",2.0628722302283302e-05
780,"(779, 780]",2.1940126007419996e-05
781,"(780, 781]",1.7770793510276304e-05
782,"(781, 782]",2.3794285084792307e-05
783,"(782, 783]",2.8764401303440725e-05
784,"(783, 784]",4.0701568536116306e-05
785,"(784, 785]",5.562849762148337e-05
786,"(785, 786]",3.573066859387385e-05
787,"(786, 787]",2.6648082926784546e-05
788,"(787, 788]",2.832970763837984e-05
789,"(788, 789]",2.019103386734822e-05
790,"(789, 790]",4.829138043569453e-05
791,"(790, 791]",1.07857658152372e-05
792,"(791, 792]",1.6837464750484413e-05
793,"(792, 793]",2.2362102744696008e-05
794,"(793, 794]",5.278845500041385e-05
795,"(794, 795]",2.203165610319698e-05
796,"(795, 796]",1.3805489557181808e-05
797,"(796, 797]",7.342357599367326e-06
798,"(797, 798]",2.0458466629447565e-05
799,"(798, 799]",2.9083807783316608e-05
800,"(799, 800]",3.489621650319426e-05
801,"(800, 801]",1.8464898084334152e-05
802,"(801, 802]",2.1312352286181274e-05
803,"(802, 803]",1.1142353352953754e-05
804,"(803, 804]",5.792868790717254e-06
805,"(804, 805]",2.5801795715937174e-05
806,"(805, 806]",1.3560187318264304e-05
807,"(806, 807]",3.540574432770885e-05
808,"(807, 808]",4.00918251691399e-05
809,"(808, 809]",5.88530757104012e-05
810,"(809, 810]",3.888884375342829e-05
811,"(810, 811]",1.3364049152662148e-05
812,"(811, 812]",2.4074451355199022e-05
813,"(812, 813]",4.529093205442711e-05
814,"(813, 814]",7.698502756214974e-05
815,"(814, 815]",3.730616276046282e-05
816,"(815, 816]",4.9083048602849146e-05
817,"(816, 817]",4.401642538818016e-05
818,"(817, 818]",2.4095064344306246e-05
819,"(818, 819]",5.1569071333973735e-05
820,"(819, 820]",4.551225826185253e-05
821,"(820, 821]",8.109923843498668e-05
822,"(821, 822]",2.6756057891997354e-05
823,"(822, 823]",3.886350760333957e-05
824,"(823, 824]",2.5601196476808812e-05
825,"(824, 825]",1.9565904737186272e-05
826,"(825, 826]",2.9128806307639972e-05
827,"(826, 827]",7.591612185239615e-06
828,"(827, 828]",8.985432500701827e-06
829,"(828, 829]",8.314538380643612e-06
830,"(829, 830]",9.692370279601307e-06
831,"(830, 831]",1.3101882276951125e-05
832,"(831, 832]",3.4914220590341076e-05
833,"(832, 833]",2.3924701516228876e-05
834,"(833, 834]",1.4511567359539457e-05
835,"(834, 835]",2.5912299978132414e-05
836,"(835, 836]",1.7044152222873248e-05
837,"(836, 837]",2.070042487335829e-05
838,"(837, 838]",2.5760790862419475e-05
839,"(838, 839]",1.5228692909839356e-05
840,"(839, 840]",2.136656072529946e-05
841,"(840, 841]",1.9486147731165652e-05
842,"(841, 842]",2.4807676547014305e-05
843,"(842, 843]",2.3082879578981312e-05
844,"(843, 844]",2.558378545849369e-05
845,"(844, 845]",2.626383894187642e-05
846,"(845, 846]",2.0557632366261185e-05
847,"(846, 847]",1.379912879019151e-05
848,"(847, 848]",9.009437912494088e-06
849,"(848, 849]",1.1035511760516405e-05
850,"(849, 850]",1.6793298240014326e-05
851,"(850, 851]",8.618360140148597e-06
852,"(851, 852]",1.576898767181881e-05
853,"(852, 853]",3.6955071428616323e-06
854,"(853, 854]",5.6898072447198185e-06
855,"(854, 855]",7.550765163948839e-06
856,"(855, 856]",1.1912612490180041e-05
857,"(856, 857]",1.789783999579982e-05
858,"(857, 858]",1.8981936510441513e-05
859,"(858, 859]",7.229676775686811e-06
860,"(859, 860]",9.338617714791508e-06
861,"(860, 861]",2.9025779089331606e-05
862,"(861, 862]",2.101801703358015e-05
863,"(862, 863]",1.4244891322170862e-05
864,"(863, 864]",1.198830702889315e-05
865,"(864, 865]",9.910664252558164e-06
866,"(865, 866]",1.0429390400948643e-05
867,"(866, 867]",1.7346405443213128e-05
868,"(867, 868]",1.7011438828417482e-05
869,"(868, 869]",2.4162304177978676e-05
870,"(869, 870]",9.248878121213962e-06
871,"(870, 871]",9.40925554230498e-06
872,"(871, 872]",1.6008432630744116e-05
873,"(872, 873]",1.2159447864247475e-05
874,"(873, 874]",2.043726103276813e-05
875,"(874, 875]",1.418461027128691e-05
876,"(875, 876]",1.1864450933907627e-05
877,"(876, 877]",9.033452022356812e-06
878,"(877, 878]",1.560252234104013e-05
879,"(878, 879]",2.6284803191353553e-05
880,"(879, 880]",1.1919806508301223e-05
881,"(880, 881]",1.231660664087528e-05
882,"(881, 882]",4.645196919300304e-05
883,"(882, 883]",2.9413393342857178e-05
884,"(883, 884]",1.904048624215826e-05
885,"(884, 885]",7.856717681948093e-06
886,"(885, 886]",1.859597789504728e-05
887,"(886, 887]",1.6788712162126477e-05
888,"(887, 888]",2.1910192357962802e-05
889,"(888, 889]",2.554936462058726e-05
890,"(889, 890]",7.198653973336968e-06
891,"(890, 891]",1.3906029518358685e-05
892,"(891, 892]",1.0550052415905298e-05
893,"(892, 893]",1.0488389558907798e-05
894,"(893, 894]",1.3122803328779571e-05
895,"(894, 895]",1.775615219275945e-05
896,"(895, 896]",1.1036669230142117e-05
897,"(896, 897]",2.719505540273469e-05
898,"(897, 898]",1.0064763428181964e-05
899,"(898, 899]",2.0374985672719834e-05
900,"(899, 900]",1.788608651946797e-05
901,"(900, 901]",5.092319463663173e-05
902,"(901, 902]",1.0042410170096452e-05
903,"(902, 903]",8.870804658965538e-06
904,"(903, 904]",8.427188689073476e-06
905,"(904, 905]",2.8306658202929856e-05
906,"(905, 906]",7.207151146797546e-06
907,"(906, 907]",7.770305034619019e-06
908,"(907, 908]",1.785245138162948e-05
909,"(908, 909]",1.1798037580559098e-05
910,"(909, 910]",1.0506309106279847e-05
911,"(910, 911]",4.362137192683488e-06
912,"(911, 912]",4.945490767042271e-06
913,"(912, 913]",6.008897636361362e-06
914,"(913, 914]",4.3639231293823036e-05
915,"(914, 915]",3.641805022941084e-05
916,"(915, 916]",2.7781376052089733e-05
917,"(916, 917]",2.4305285056473365e-05
918,"(917, 918]",3.640714000320204e-05
919,"(918, 919]",2.6430675295635524e-05
920,"(919, 920]",2.478266115656558e-05
921,"(920, 921]",8.174103161492036e-05
922,"(921, 922]",1.609298289320842e-05
923,"(922, 923]",1.5295529789555242e-05
924,"(923, 924]",1.6360479538238216e-05
925,"(924, 925]",5.175875097445332e-06
926,"(925, 926]",1.2400811093425801e-05
927,"(926, 927]",1.3438277991330126e-05
928,"(927, 928]",7.630866527135964e-06
929,"(928, 929]",8.497616270427444e-06
930,"(929, 930]",5.146266160461261e-06
931,"(930, 931]",8.315007741850063e-06
932,"(931, 932]",3.1827041252214717e-05
933,"(932, 933]",9.42205114317813e-06
934,"(933, 934]",1.5582308205720474e-05
935,"(934, 935]",2.3436778234653783e-05
936,"(935, 936]",6.5873991757740084e-06
937,"(936, 937]",1.0487790424021279e-05
938,"(937, 938]",2.1796683167563125e-05
939,"(938, 939]",1.4799771667546069e-05
940,"(939, 940]",5.858265627894665e-06
941,"(940, 941]",5.047956061030464e-06
942,"(941, 942]",6.391995649778904e-06
943,"(942, 943]",3.842182229971354e-06
944,"(943, 944]",3.024330233293919e-06
945,"(944, 945]",5.805328569727503e-06
946,"(945, 946]",1.1516787604687011e-05
947,"(946, 947]",1.8670394434607273e-05
948,"(947, 948]",1.0197920010123046e-05
949,"(948, 949]",1.452781437755646e-05
950,"(949, 950]",1.758854082677578e-05
951,"(950, 951]",9.631061172666292e-06
952,"(951, 952]",2.0783814821961057e-05
953,"(952, 953]",3.612259627358234e-05
954,"(953, 954]",4.5325000175922194e-05
955,"(954, 955]",2.478118282775314e-05
956,"(955, 956]",2.16766671050339e-05
957,"(956, 957]",2.4955886240075098e-05
958,"(957, 958]",1.672958295284348e-05
959,"(958, 959]",1.3725180295658138e-05
960,"(959, 960]",2.838217613580832e-05
961,"(960, 961]",3.2983656613523494e-05
962,"(961, 962]",1.8391148244833957e-05
963,"(962, 963]",1.0047273934383212e-05
964,"(963, 964]",7.849847951979983e-06
965,"(964, 965]",1.447354294862905e-05
966,"(965, 966]",1.2609832716577973e-05
967,"(966, 967]",1.0077177242600771e-05
968,"(967, 968]",1.572137072364032e-05
969,"(968, 969]",1.3041263506034422e-05
970,"(969, 970]",1.9070810319021493e-05
971,"(970, 971]",1.2377546697617913e-05
972,"(971, 972]",6.582487974671122e-06
973,"(972, 973]",1.1240195405663293e-05
974,"(973, 974]",1.1703501198440092e-05
975,"(974, 975]",9.199787772481926e-06
976,"(975, 976]",7.1791569987050625e-06
977,"(976, 977]",1.934394182622532e-05
978,"(977, 978]",1.3320622078550967e-05
979,"(978, 979]",1.8369244582314105e-05
980,"(979, 980]",5.953616225009252e-06
981,"(980, 981]",5.6605893227663205e-05
982,"(981, 982]",1.4583689895447217e-05
983,"(982, 983]",1.5875853638602367e-05
984,"(983, 984]",1.8650262598724574e-05
985,"(984, 985]",1.7463416158817685e-05
986,"(985, 986]",1.9551931153782375e-05
987,"(986, 987]",4.210231378371364e-05
988,"(987, 988]",1.2748632662432307e-05
989,"(988, 989]",1.5103930561957612e-05
990,"(989, 990]",2.4532871391809897e-05
991,"(990, 991]",2.3174455364044776e-05
992,"(991, 992]",9.202981200364993e-06
993,"(992, 993]",5.431405032430164e-06
994,"(993, 994]",1.962683523930345e-05
995,"(994, 995]",6.660617394992137e-05
996,"(995, 996]",9.680476670714609e-06
997,"(996, 997]",1.1257088835761398e-05
998,"(997, 998]",1.2402674182819818e-05
999,"(998, 999]",2.6137813861611846e-05
1000,"(999, 1000]",2.36901666702663e-05
1001,"(1000, 1001]",1.223037952770893e-05
1002,"(1001, 1002]",3.2565018395172874e-05
1003,"(1002, 1003]",2.997483863715845e-05
1004,"(1003, 1004]",6.244142396591177e-05
1005,"(1004, 1005]",1.3226101019017934e-05
1006,"(1005, 1006]",1.990762408214881e-05
1007,"(1006, 1007]",1.1695408262773193e-05
1008,"(1007, 1008]",9.75716163693436e-06
1009,"(1008, 1009]",7.996091404359834e-06
1010,"(1009, 1010]",1.4652758948358323e-05
1011,"(1010, 1011]",1.4543153843650238e-05
1012,"(1011, 1012]",7.715171226769166e-06
1013,"(1012, 1013]",6.40386998399461e-06
1014,"(1013, 1014]",2.873001880012075e-06
1015,"(1014, 1015]",3.6109523196785413e-06
1016,"(1015, 1016]",6.01263277803871e-06
1017,"(1016, 1017]",5.9794904208485115e-06
1018,"(1017, 1018]",5.5947475917248446e-06
1019,"(1018, 1019]",5.342671862328615e-06
1020,"(1019, 1020]",6.846791445450859e-06
1021,"(1020, 1021]",4.356319088662391e-06
1022,"(1021, 1022]",4.239935668310358e-06
1023,"(1022, 1023]",1.0880182398220228e-05
1024,"(1023, 1024]",4.932867330427257e-06
1025,"(1024, 1025]",1.1503504791489207e-05
1026,"(1025, 1026]",4.367042870312943e-05
1027,"(1026, 1027]",1.7348081160422205e-05
1028,"(1027, 1028]",2.0801707000372407e-05
1029,"(1028, 1029]",3.90363403710563e-05
1030,"(1029, 1030]",2.5949980598830148e-05
1031,"(1030, 1031]",3.0693850900799594e-05
1032,"(1031, 1032]",1.767454429946403e-05
1033,"(1032, 1033]",7.030376352952927e-06
1034,"(1033, 1034]",2.290527031289685e-05
1035,"(1034, 1035]",1.5189168060126172e-05
1036,"(1035, 1036]",9.74044192842494e-06
1037,"(1036, 1037]",3.799799877787514e-06
1038,"(1037, 1038]",1.3666698645811763e-05
1039,"(1038, 1039]",9.908038194320693e-06
1040,"(1039, 1040]",5.284579676179246e-06
1041,"(1040, 1041]",3.544393708040633e-06
1042,"(1041, 1042]",5.010152731785213e-06
1043,"(1042, 1043]",5.0619139075463e-06
1044,"(1043, 1044]",7.697397967477853e-06
1045,"(1044, 1045]",7.320667755169383e-06
1046,"(1045, 1046]",8.20946062613159e-06
1047,"(1046, 1047]",1.0659581218439982e-05
1048,"(1047, 1048]",1.3463450268158258e-05
1049,"(1048, 1049]",7.414415892690337e-06
1050,"(1049, 1050]",5.39538469803416e-06
1051,"(1050, 1051]",4.426029868466403e-06
1052,"(1051, 1052]",7.538945475482874e-06
1053,"(1052, 1053]",3.68496134462285e-06
1054,"(1053, 1054]",3.5019798399024174e-06
1055,"(1054, 1055]",2.8974695696396393e-06
1056,"(1055, 1056]",2.8686737457990436e-06
1057,"(1056, 1057]",1.736584683589217e-06
1058,"(1057, 1058]",3.086128604858694e-06
1059,"(1058, 1059]",3.5180306610032545e-06
1060,"(1059, 1060]",3.6109858443362138e-06
1061,"(1060, 1061]",4.816413099974437e-06
1062,"(1061, 1062]",1.907948768136509e-06
1063,"(1062, 1063]",6.800181788570638e-06
1064,"(1063, 1064]",4.310151045450056e-06
1065,"(1064, 1065]",4.5709493654972236e-06
1066,"(1065, 1066]",6.376988789143175e-06
1067,"(1066, 1067]",6.4709174362928696e-06
1068,"(1067, 1068]",3.3697116363687287e-06
1069,"(1068, 1069]",1.567060174774497e-05
1070,"(1069, 1070]",7.783412554120636e-06
1071,"(1070, 1071]",1.504390116815427e-05
1072,"(1071, 1072]",1.4244532362175606e-05
1073,"(1072, 1073]",3.080853082954583e-06
1074,"(1073, 1074]",1.0100883822515374e-05
1075,"(1074, 1075]",2.0779405744073314e-05
1076,"(1075, 1076]",1.6865943943348106e-05
1077,"(1076, 1077]",2.127553333793335e-05
1078,"(1077, 1078]",2.1186125238019652e-05
1079,"(1078, 1079]",7.246881888327953e-06
1080,"(1079, 1080]",3.426410628201731e-06
1081,"(1080, 1081]",1.0014193844693218e-05
1082,"(1081, 1082]",5.68372559925986e-06
1083,"(1082, 1083]",2.72384947624584e-05
1084,"(1083, 1084]",8.939059811147488e-06
1085,"(1084, 1085]",4.128863843397962e-06
1086,"(1085, 1086]",4.163660564276408e-06
1087,"(1086, 1087]",2.5906302492720176e-06
1088,"(1087, 1088]",6.231155883042942e-06
1089,"(1088, 1089]",1.357973271139091e-06
1090,"(1089, 1090]",3.7946059057532585e-06
1091,"(1090, 1091]",3.3875200345389482e-06
1092,"(1091, 1092]",7.207508402022419e-06
1093,"(1092, 1093]",4.436396112662298e-06
1094,"(1093, 1094]",3.411212307018055e-06
1095,"(1094, 1095]",6.759196774850756e-06
1096,"(1095, 1096]",1.594448575416651e-05
1097,"(1096, 1097]",1.1461493530122796e-05
1098,"(1097, 1098]",8.849140525913186e-06
1099,"(1098, 1099]",1.3218547706369214e-05
1100,"(1099, 1100]",6.593663315383813e-06
1101,"(1100, 1101]",3.6002975513044785e-06
1102,"(1101, 1102]",2.0192047828169208e-06
1103,"(1102, 1103]",1.3452078470079546e-05
1104,"(1103, 1104]",9.302069982290689e-06
1105,"(1104, 1105]",1.092591547397293e-05
1106,"(1105, 1106]",1.9885465159295007e-05
1107,"(1106, 1107]",1.914919593412026e-05
1108,"(1107, 1108]",1.0010658337715303e-05
1109,"(1108, 1109]",1.5045788668484309e-05
1110,"(1109, 1110]",8.583506878929604e-06
1111,"(1110, 1111]",2.8378450308636986e-06
1112,"(1111, 1112]",1.9514389230191166e-06
1113,"(1112, 1113]",5.727663910614609e-06
1114,"(1113, 1114]",3.7617548583835794e-06
1115,"(1114, 1115]",7.245256394087715e-06
1116,"(1115, 1116]",2.7827421952722477e-06
1117,"(1116, 1117]",4.979872816386553e-06
1118,"(1117, 1118]",9.443039866272995e-06
1119,"(1118, 1119]",5.057777807665641e-06
1120,"(1119, 1120]",3.071313267309286e-06
1121,"(1120, 1121]",2.1944521232893486e-06
1122,"(1121, 1122]",3.3991922435945984e-06
1123,"(1122, 1123]",8.951452089108623e-06
1124,"(1123, 1124]",1.07865541056354e-06
1125,"(1124, 1125]",2.0176285569399006e-06
1126,"(1125, 1126]",9.969385462836153e-06
1127,"(1126, 1127]",1.5875474712283466e-05
1128,"(1127, 1128]",1.1651754541518732e-06
1129,"(1128, 1129]",1.5679221205861939e-06
1130,"(1129, 1130]",7.054605572979536e-06
1131,"(1130, 1131]",1.2438752576465107e-05
1132,"(1131, 1132]",7.500221523351455e-06
1133,"(1132, 1133]",5.0059140766592835e-06
1134,"(1133, 1134]",2.437815444471939e-05
1135,"(1134, 1135]",7.561180771783014e-06
1136,"(1135, 1136]",1.234197067651869e-05
1137,"(1136, 1137]",6.183883893912438e-06
1138,"(1137, 1138]",7.75545189268615e-06
1139,"(1138, 1139]",2.6058710914996666e-06
1140,"(1139, 1140]",2.836835097884193e-06
1141,"(1140, 1141]",2.945795802141525e-06
1142,"(1141, 1142]",2.796950630700444e-06
1143,"(1142, 1143]",1.8936993637815063e-05
1144,"(1143, 1144]",3.0231929508333133e-06
1145,"(1144, 1145]",6.6004634752756985e-06
1146,"(1145, 1146]",3.652399197382016e-06
1147,"(1146, 1147]",3.531474609708694e-06
1148,"(1147, 1148]",4.660153086718957e-06
1149,"(1148, 1149]",6.357092339946084e-06
1150,"(1149, 1150]",4.752221850197754e-06
1151,"(1150, 1151]",2.7039972178092174e-06
1152,"(1151, 1152]",4.4464965455928445e-06
1153,"(1152, 1153]",1.1855337062477954e-05
1154,"(1153, 1154]",2.806192340459702e-06
1155,"(1154, 1155]",5.429997378922922e-06
1156,"(1155, 1156]",3.7822550655659105e-06
1157,"(1156, 1157]",1.5170610577505141e-05
1158,"(1157, 1158]",6.771107572092881e-06
1159,"(1158, 1159]",2.9647596713439126e-06
1160,"(1159, 1160]",5.194710397183444e-06
1161,"(1160, 1161]",3.995317525628335e-06
1162,"(1161, 1162]",2.648441727694513e-06
1163,"(1162, 1163]",4.526068056285812e-06
1164,"(1163, 1164]",3.444692680876188e-06
1165,"(1164, 1165]",2.53981121284247e-06
1166,"(1165, 1166]",3.637044887694082e-06
1167,"(1166, 1167]",4.643226797335989e-06
1168,"(1167, 1168]",7.663605204906683e-06
1169,"(1168, 1169]",3.9303737773144616e-06
1170,"(1169, 1170]",6.140581608156796e-06
1171,"(1170, 1171]",4.7511594207643914e-06
1172,"(1171, 1172]",2.6002500870670463e-06
1173,"(1172, 1173]",9.305200928237012e-06
1174,"(1173, 1174]",1.9988348773708294e-05
1175,"(1174, 1175]",1.4275395886401999e-05
1176,"(1175, 1176]",3.277896879448049e-05
1177,"(1176, 1177]",3.669042081578888e-05
1178,"(1177, 1178]",1.5246142404172589e-05
1179,"(1178, 1179]",6.62044831722881e-06
1180,"(1179, 1180]",1.922373063811547e-05
1181,"(1180, 1181]",1.4992633804571682e-05
1182,"(1181, 1182]",3.6011552243555016e-06
1183,"(1182, 1183]",2.667237293844021e-06
1184,"(1183, 1184]",4.14339842110151e-06
1185,"(1184, 1185]",7.270489320225275e-06
1186,"(1185, 1186]",5.251514174350782e-06
1187,"(1186, 1187]",6.106303378099274e-06
1188,"(1187, 1188]",4.301760595272067e-06
1189,"(1188, 1189]",3.1364717721624173e-06
1190,"(1189, 1190]",8.567238283570312e-06
1191,"(1190, 1191]",7.416786071124918e-06
1192,"(1191, 1192]",6.47767042467454e-06
1193,"(1192, 1193]",3.2837537705573333e-06
1194,"(1193, 1194]",2.817885473323892e-06
1195,"(1194, 1195]",3.834448969168877e-06
1196,"(1195, 1196]",8.637687408132568e-06
1197,"(1196, 1197]",8.356769511152465e-06
1198,"(1197, 1198]",6.598521332391211e-06
1199,"(1198, 1199]",6.134157909801818e-06
1200,"(1199, 1200]",1.21276826529673e-05
1201,"(1200, 1201]",2.882452779156875e-05
1202,"(1201, 1202]",1.5904795457543383e-05
1203,"(1202, 1203]",1.0497215405407934e-05
1204,"(1203, 1204]",6.080958241242741e-06
1205,"(1204, 1205]",2.8830217155661046e-06
1206,"(1205, 1206]",4.2981162144920475e-06
1207,"(1206, 1207]",2.471906677815488e-06
1208,"(1207, 1208]",2.6928426016039977e-06
1209,"(1208, 1209]",4.721058010940518e-06
1210,"(1209, 1210]",2.9631244551472287e-06
1211,"(1210, 1211]",4.561265118574284e-06
1212,"(1211, 1212]",4.577938598913494e-06
1213,"(1212, 1213]",3.3585881523667578e-06
1214,"(1213, 1214]",1.0465470212337502e-05
1215,"(1214, 1215]",4.458822682458816e-06
1216,"(1215, 1216]",7.123106469796461e-06
1217,"(1216, 1217]",1.4749457605629315e-05
1218,"(1217, 1218]",5.427604712789463e-06
1219,"(1218, 1219]",2.671210177278071e-05
1220,"(1219, 1220]",4.9303746843345665e-06
1221,"(1220, 1221]",5.169219534932925e-06
1222,"(1221, 1222]",2.781272344015235e-05
1223,"(1222, 1223]",3.996219352121566e-06
1224,"(1223, 1224]",8.356611316093291e-06
1225,"(1224, 1225]",2.0854442687040763e-06
1226,"(1225, 1226]",6.363833036771528e-06
1227,"(1226, 1227]",5.939435574868215e-06
1228,"(1227, 1228]",6.289479975151569e-06
1229,"(1228, 1229]",1.2110649674163077e-05
1230,"(1229, 1230]",2.8227484974297876e-05
1231,"(1230, 1231]",8.862670036279999e-06
1232,"(1231, 1232]",4.822200880620883e-06
1233,"(1232, 1233]",5.2219355064143615e-06
1234,"(1233, 1234]",1.679899691978092e-05
1235,"(1234, 1235]",1.540116594737135e-05
1236,"(1235, 1236]",3.4657430631990245e-06
1237,"(1236, 1237]",1.535297567287683e-05
1238,"(1237, 1238]",5.059904456269769e-06
1239,"(1238, 1239]",7.100999575605388e-06
1240,"(1239, 1240]",2.8061018603677708e-06
1241,"(1240, 1241]",3.0304160426955883e-06
1242,"(1241, 1242]",1.6576129989416738e-06
1243,"(1242, 1243]",1.296793616115932e-06
1244,"(1243, 1244]",1.0920235594797298e-05
1245,"(1244, 1245]",2.417751924274723e-06
1246,"(1245, 1246]",2.8365969769634607e-06
1247,"(1246, 1247]",1.8691150213966437e-06
1248,"(1247, 1248]",5.509293431775208e-06
1249,"(1248, 1249]",8.391578523424982e-07
1250,"(1249, 1250]",2.602185684726413e-07
1251,"(1250, 1251]",1.2362350925493476e-06
1252,"(1251, 1252]",1.73826806608119e-06
1253,"(1252, 1253]",1.3936969080403218e-06
1254,"(1253, 1254]",4.095650647258927e-06
1255,"(1254, 1255]",2.9578711179029136e-06
1256,"(1255, 1256]",2.027921503695291e-06
1257,"(1256, 1257]",1.0711653320236431e-05
1258,"(1257, 1258]",3.3411065561543524e-06
1259,"(1258, 1259]",1.9966509575942438e-06
1260,"(1259, 1260]",1.0053708528714668e-06
1261,"(1260, 1261]",2.5902494502420263e-06
1262,"(1261, 1262]",1.7447367653376037e-06
1263,"(1262, 1263]",2.7404151119637498e-06
1264,"(1263, 1264]",3.7594280447669016e-06
1265,"(1264, 1265]",4.595797907291775e-06
1266,"(1265, 1266]",7.138392014071308e-07
1267,"(1266, 1267]",8.433908783433369e-07
1268,"(1267, 1268]",5.162290668629879e-06
1269,"(1268, 1269]",1.558483705913881e-06
1270,"(1269, 1270]",1.264747665904001e-06
1271,"(1270, 1271]",1.4916249306715542e-06
1272,"(1271, 1272]",5.234008343048243e-07
1273,"(1272, 1273]",5.622754004752158e-07
1274,"(1273, 1274]",1.043127359877392e-06
1275,"(1274, 1275]",8.606611939645351e-07
1276,"(1275, 1276]",2.0684245196175125e-06
1277,"(1276, 1277]",3.2843495376548857e-06
1278,"(1277, 1278]",1.0490498952733567e-05
1279,"(1278, 1279]",1.420127167827388e-06
1280,"(1279, 1280]",9.290737193896793e-07
1281,"(1280, 1281]",4.072142799738401e-06
1282,"(1281, 1282]",1.756631618445123e-06
1283,"(1282, 1283]",1.348505381318471e-06
1284,"(1283, 1284]",1.4405962361413366e-05
1285,"(1284, 1285]",3.154787123473373e-06
1286,"(1285, 1286]",7.058265466196339e-06
1287,"(1286, 1287]",4.923751775403448e-06
1288,"(1287, 1288]",1.5559781772221602e-06
1289,"(1288, 1289]",2.318570281774916e-06
1290,"(1289, 1290]",6.2950203767286e-07
1291,"(1290, 1291]",8.293385787872758e-06
1292,"(1291, 1292]",1.2296012299972805e-06
1293,"(1292, 1293]",7.682417870982778e-07
1294,"(1293, 1294]",1.8359651454357758e-06
1295,"(1294, 1295]",6.388937614250032e-07
1296,"(1295, 1296]",1.0916529866047402e-06
1297,"(1296, 1297]",1.9537331991256636e-06
1298,"(1297, 1298]",1.1544423139953827e-06
1299,"(1298, 1299]",1.9881215410292893e-06
1300,"(1299, 1300]",3.2152043961434527e-06
