d,d_grp,fd
1301,"(1300, 1301]",4.1328022684102005e-07
1302,"(1301, 1302]",9.267445378104669e-07
1303,"(1302, 1303]",5.969688302006193e-07
1304,"(1303, 1304]",1.5734823350928715e-06
1305,"(1304, 1305]",1.1737687397330154e-06
1306,"(1305, 1306]",9.529935106915894e-07
1307,"(1306, 1307]",6.665279765251008e-07
1308,"(1307, 1308]",8.591168384244396e-07
1309,"(1308, 1309]",7.769908865386196e-07
1310,"(1309, 1310]",2.542734548179486e-07
1311,"(1310, 1311]",2.3277050193740348e-06
1312,"(1311, 1312]",1.473444462954662e-06
1313,"(1312, 1313]",1.346620167570833e-06
1314,"(1313, 1314]",2.1804671538566416e-06
1315,"(1314, 1315]",3.651264275537785e-07
1316,"(1315, 1316]",2.0786467306887388e-06
1317,"(1316, 1317]",7.03439143354837e-07
1318,"(1317, 1318]",2.1469197246381285e-06
1319,"(1318, 1319]",5.00122216710893e-07
1320,"(1319, 1320]",4.366361135799615e-06
1321,"(1320, 1321]",1.1361996689781527e-06
1322,"(1321, 1322]",2.1950742055607243e-06
1323,"(1322, 1323]",2.215077085354451e-06
1324,"(1323, 1324]",1.2515140823862138e-06
1325,"(1324, 1325]",3.4677955042937877e-06
1326,"(1325, 1326]",6.675861574171592e-07
1327,"(1326, 1327]",5.342818508212552e-07
1328,"(1327, 1328]",1.3662563486271387e-06
1329,"(1328, 1329]",8.048783010162659e-07
1330,"(1329, 1330]",2.170375384167206e-06
1331,"(1330, 1331]",2.331335141417067e-06
1332,"(1331, 1332]",7.819370018386121e-07
1333,"(1332, 1333]",4.95272965115556e-07
1334,"(1333, 1334]",2.909940680842124e-06
1335,"(1334, 1335]",3.730118888718642e-07
1336,"(1335, 1336]",9.888491040884874e-07
1337,"(1336, 1337]",1.8873940565968522e-06
1338,"(1337, 1338]",2.2391687523452884e-07
1339,"(1338, 1339]",2.8961014710765134e-07
1340,"(1339, 1340]",4.0869046160678107e-07
1341,"(1340, 1341]",9.444443499489067e-08
1342,"(1341, 1342]",7.804374747254447e-07
1343,"(1342, 1343]",7.770719874434788e-07
1344,"(1343, 1344]",2.3353048923580652e-06
1345,"(1344, 1345]",6.665665487468056e-06
1346,"(1345, 1346]",4.005920704643791e-05
1347,"(1346, 1347]",4.038256750012812e-07
1348,"(1347, 1348]",1.1531692536951805e-06
1349,"(1348, 1349]",3.960090485162512e-06
1350,"(1349, 1350]",3.4119364840855415e-06
1351,"(1350, 1351]",1.5891795146553976e-06
1352,"(1351, 1352]",3.910545490689509e-06
1353,"(1352, 1353]",3.195514071154307e-06
1354,"(1353, 1354]",1.3732594337550907e-06
1355,"(1354, 1355]",6.432684956522608e-07
1356,"(1355, 1356]",1.3582577998501722e-06
1357,"(1356, 1357]",4.2453254025705795e-06
1358,"(1357, 1358]",1.6180480824190913e-06
1359,"(1358, 1359]",4.4473916345527855e-07
1360,"(1359, 1360]",3.56831430226098e-07
1361,"(1360, 1361]",2.539863902796361e-06
1362,"(1361, 1362]",1.3127992089511537e-06
1363,"(1362, 1363]",1.6442596046124852e-07
1364,"(1363, 1364]",3.827986680780147e-07
1365,"(1364, 1365]",1.7253243498387855e-06
1366,"(1365, 1366]",2.8228474965797697e-06
1367,"(1366, 1367]",5.4247033220952776e-06
1368,"(1367, 1368]",2.5934038943403437e-06
1369,"(1368, 1369]",8.601309595912776e-07
1370,"(1369, 1370]",1.3823363647106933e-06
1371,"(1370, 1371]",4.072351163143275e-06
1372,"(1371, 1372]",2.7543965085007285e-06
1373,"(1372, 1373]",7.679425247225539e-07
1374,"(1373, 1374]",1.7742583586113537e-06
1375,"(1374, 1375]",1.6363604979374961e-06
1376,"(1375, 1376]",8.105812863255518e-07
1377,"(1376, 1377]",7.737990589172162e-07
1378,"(1377, 1378]",3.001425825022601e-06
1379,"(1378, 1379]",4.3426761489187075e-07
1380,"(1379, 1380]",2.7660833091826844e-07
1381,"(1380, 1381]",1.5699346579722954e-06
1382,"(1381, 1382]",1.7395738260656041e-06
1383,"(1382, 1383]",1.6627715917042363e-06
1384,"(1383, 1384]",8.5072737608038e-07
1385,"(1384, 1385]",3.5017761881891087e-06
1386,"(1385, 1386]",4.709217710883375e-06
1387,"(1386, 1387]",2.4438084703561263e-06
1388,"(1387, 1388]",4.360859348066031e-06
1389,"(1388, 1389]",2.2933795596277768e-06
1390,"(1389, 1390]",3.377044323444761e-06
1391,"(1390, 1391]",8.251768787361146e-07
1392,"(1391, 1392]",9.494984643941881e-07
1393,"(1392, 1393]",1.206345198126396e-06
1394,"(1393, 1394]",5.861516116616978e-07
1395,"(1394, 1395]",8.248954693580109e-07
1396,"(1395, 1396]",4.334889568582421e-06
1397,"(1396, 1397]",1.0535776248899992e-06
1398,"(1397, 1398]",5.028891286265898e-06
1399,"(1398, 1399]",6.498674163785176e-07
1400,"(1399, 1400]",6.461794217686449e-06
1401,"(1400, 1401]",5.6366069346447946e-08
1402,"(1401, 1402]",9.551094847450435e-07
1403,"(1402, 1403]",4.0615738457552765e-06
1404,"(1403, 1404]",6.601687271400368e-06
1405,"(1404, 1405]",7.982748650919806e-06
1406,"(1405, 1406]",2.4558445140730123e-06
1407,"(1406, 1407]",4.582224986261374e-07
1408,"(1407, 1408]",2.5268113193287625e-06
1409,"(1408, 1409]",2.195444026924488e-07
1410,"(1409, 1410]",6.29875467879962e-07
1411,"(1410, 1411]",1.0374608374959337e-06
1412,"(1411, 1412]",1.6798843991739302e-06
1413,"(1412, 1413]",2.624125451668911e-06
1414,"(1413, 1414]",6.2059972204063726e-06
1415,"(1414, 1415]",5.755400251922742e-06
1416,"(1415, 1416]",2.0738568077268198e-06
1417,"(1416, 1417]",3.3729130754279283e-06
1418,"(1417, 1418]",3.1855649694334673e-06
1419,"(1418, 1419]",1.5641216968090189e-06
1420,"(1419, 1420]",7.991821233053764e-06
1421,"(1420, 1421]",2.682492409524606e-06
1422,"(1421, 1422]",1.6379398309797606e-06
1423,"(1422, 1423]",3.390858711391727e-06
1424,"(1423, 1424]",2.1538029212422255e-06
1425,"(1424, 1425]",3.838428204147223e-06
1426,"(1425, 1426]",6.768675750060604e-06
1427,"(1426, 1427]",3.3127198729498997e-06
1428,"(1427, 1428]",8.979858242033089e-07
1429,"(1428, 1429]",2.1878009018716094e-06
1430,"(1429, 1430]",2.5399340376381416e-06
1431,"(1430, 1431]",2.4023634675830164e-06
1432,"(1431, 1432]",6.869749104875498e-06
1433,"(1432, 1433]",1.145487236062235e-06
1434,"(1433, 1434]",1.348737391175586e-06
1435,"(1434, 1435]",2.2773332903610203e-06
1436,"(1435, 1436]",5.832600485200419e-06
1437,"(1436, 1437]",2.1980816543120744e-06
1438,"(1437, 1438]",9.173778225321826e-06
1439,"(1438, 1439]",1.960065812820766e-06
1440,"(1439, 1440]",4.34473370058546e-06
1441,"(1440, 1441]",1.1961689864075472e-06
1442,"(1441, 1442]",1.4002318151289316e-06
1443,"(1442, 1443]",9.765817072566621e-07
1444,"(1443, 1444]",1.132468986417736e-06
1445,"(1444, 1445]",2.0610086923634204e-06
1446,"(1445, 1446]",1.5986997325774316e-06
1447,"(1446, 1447]",9.036467172112139e-07
1448,"(1447, 1448]",1.2141882429093558e-06
1449,"(1448, 1449]",1.5351498979491652e-06
1450,"(1449, 1450]",7.40109141259383e-07
1451,"(1450, 1451]",6.14603660232524e-07
1452,"(1451, 1452]",1.742407472997523e-06
1453,"(1452, 1453]",5.324641784268822e-07
1454,"(1453, 1454]",5.431302484412172e-07
1455,"(1454, 1455]",1.2195705747275385e-06
1456,"(1455, 1456]",6.176964115085387e-07
1457,"(1456, 1457]",1.741049779692033e-06
1458,"(1457, 1458]",1.8559018470056225e-07
1459,"(1458, 1459]",1.3818620493552743e-06
1460,"(1459, 1460]",1.8747278185296335e-06
1461,"(1460, 1461]",1.069327107913868e-06
1462,"(1461, 1462]",1.2993222773522454e-06
1463,"(1462, 1463]",1.479768037141082e-06
1464,"(1463, 1464]",4.246184944837905e-07
1465,"(1464, 1465]",1.5278489695504688e-06
1466,"(1465, 1466]",7.110044988806936e-07
1467,"(1466, 1467]",2.308877313153309e-07
1468,"(1467, 1468]",1.8505059577790097e-06
1469,"(1468, 1469]",2.965827751251188e-07
1470,"(1469, 1470]",2.9393816846551927e-07
1471,"(1470, 1471]",2.770779964460794e-07
1472,"(1471, 1472]",1.1652888332386229e-07
1473,"(1472, 1473]",4.183693673981225e-07
1474,"(1473, 1474]",2.22463137422262e-07
1475,"(1474, 1475]",1.9849036576670667e-06
1476,"(1475, 1476]",5.714105682459451e-07
1477,"(1476, 1477]",6.46859932752853e-07
1478,"(1477, 1478]",3.325397869289705e-07
1479,"(1478, 1479]",6.105717572896497e-07
1480,"(1479, 1480]",4.2095109127181025e-06
1481,"(1480, 1481]",1.7057186560739965e-06
1482,"(1481, 1482]",7.383246481666254e-08
1483,"(1482, 1483]",9.292671429569182e-07
1484,"(1483, 1484]",8.051880225621234e-07
1485,"(1484, 1485]",3.666684868038552e-06
1486,"(1485, 1486]",6.634837981523308e-07
1487,"(1486, 1487]",1.828838279852566e-07
1488,"(1487, 1488]",2.414541019499676e-09
1489,"(1488, 1489]",3.5195369416126843e-07
1490,"(1489, 1490]",1.5491078415289097e-06
1491,"(1490, 1491]",4.716155403783327e-07
1492,"(1491, 1492]",3.8881931590273824e-07
1493,"(1492, 1493]",8.761215315258731e-07
1494,"(1493, 1494]",0.0
1495,"(1494, 1495]",2.2674632921030235e-06
1496,"(1495, 1496]",3.170122861961779e-07
1497,"(1496, 1497]",3.185642680452933e-07
1498,"(1497, 1498]",7.887229740898452e-09
1499,"(1498, 1499]",6.424919450027216e-07
1500,"(1499, 1500]",2.815718671520092e-07
