deso,pop_nse,income
0136C1390,0.10275229357798166,268.0
0136C1400,0.05586834127327844,325.8
0136C1410,0.055276381909547756,322.3
0136C1420,0.04319371727748689,348.1
0136C1430,0.062000000000000055,346.3
0136C1440,0.04213938411669371,338.2
0136C1450,0.0933476394849786,293.6
0138A0010,0.05174927113702621,308.9
0138C1010,0.04035874439461884,326.7
0138C1020,0.05336538461538465,375.0
0138C1030,0.06773823191733641,316.4
0138C1040,0.060087544767210455,334.3
0138C1050,0.058495821727019504,272.6
0138C1060,0.07025246981339184,316.7
0138C1070,0.029611650485436902,293.3
0138C1080,0.08878504672897192,254.1
0138C1090,0.07280701754385965,276.1
0138C1100,0.027388922702373697,301.5
0138C1110,0.04705882352941182,340.1
0138C1120,0.24574209245742096,206.6
0138C1130,0.220491029272899,227.9
0138C1140,0.040935672514619936,321.7
0138C1150,0.1519093579521611,242.0
0138C1160,0.07866379310344829,240.4
0138C1170,0.10762679055361979,277.4
0138C1180,0.08022239872915016,305.1
0138C1190,0.03404592240696758,349.3
0138C1200,0.11747516072472242,210.9
0138C1210,0.07128614157527413,233.0
0138C1220,0.038461538461538436,393.0
0138C1230,0.03953871499176276,313.9
0138C1240,0.03437876960192998,383.2
0138C1250,0.04719387755102045,341.1
0139A0010,0.0912010276172126,313.1
0139A0020,0.07589803012746232,280.5
0139B2010,0.0911891558841651,329.0
0139B2020,0.3129186602870814,202.1
0139B2030,0.2514677103718199,197.6
0139B2040,0.23998276604911672,254.6
0139B2050,0.2084073416222617,218.1
0139B2060,0.08216783216783219,283.3
0139C1010,0.1134840871021775,235.3
0139C1020,0.19941690962099123,237.5
0139C1030,0.0539887187751813,311.9
0139C1040,0.1255585344057194,250.4
0139C1050,0.1527272727272727,277.7
0139C1060,0.0981419723677942,280.2
0139C1070,0.055327868852458995,296.5
0140A0010,0.05980066445182719,317.7
0140A0020,0.06413994169096215,302.3
0140C1010,0.05531167690956984,309.3
0140C1020,0.0759398496240602,283.0
0140C1030,0.02639442231075695,322.7
0140C1040,0.06788511749347259,275.8
0160C1010,0.05038488453463963,444.0
0160C1020,0.05259697567389876,420.8
0160C1030,0.05486725663716818,364.4
0160C1040,0.052631578947368474,457.6
0160C1050,0.10936051899907318,301.0
0160C1060,0.07452725250278092,265.3
0160C1070,0.06308799114554509,431.4
0160C1080,0.0901515151515152,255.7
0160C1090,0.13599660008499792,284.0
0160C1100,0.11902897415818325,252.9
0160C1110,0.041370394311570746,423.2
0160C1120,0.04652406417112298,355.6
0160C1130,0.07404458598726116,389.3
0160C1140,0.08266129032258063,276.2
0160C1150,0.12142857142857144,246.0
0160C1160,0.1295399515738499,302.4
0160C1170,0.039059032401242755,403.1
0160C1180,0.053452115812917644,389.0
0160C1190,0.07686084142394822,260.0
0160C1200,0.18033648790746581,257.0
0160C1210,0.05904365904365905,421.6
0160C1220,0.13256048387096775,250.9
0160C1230,0.09725158562367864,270.5
0160C1240,0.06291560102301785,402.0
0160C1250,0.05271160669031927,376.7
0160C1260,0.0741811175337187,311.7
0160C1270,0.06399132321041212,391.0
0160C1280,0.05752212389380529,351.9
0160C1290,0.15487977369165484,238.0
0160C1300,0.05915721231766613,375.0
0160C1310,0.044325050369375396,396.6
0160C1320,0.08537782139352301,356.0
0160C1330,0.0642317380352645,366.2
0160C1340,0.12199312714776633,353.0
0160C1350,0.07069555302166475,375.2
0160C1360,0.0811188811188811,314.3
0160C1370,0.04769945124525121,420.4
0160C1380,0.04388560157790922,379.5
0162C1010,0.10094287298946203,434.6
0162C1020,0.09542857142857142,377.7
0162C1030,0.04982698961937715,467.5
0162C1040,0.13283582089552237,256.3
0162C1050,0.07064273306311519,418.4
0162C1060,0.12737642585551334,286.9
0162C1070,0.08061538461538464,311.4
0162C1080,0.05979073243647237,364.1
0162C1090,0.09958217270194991,304.4
0162C1100,0.12183637433784578,329.1
0162C1110,0.082018927444795,407.2
0162C1120,0.07989854153455933,406.3
0162C1130,0.046979865771812124,476.6
0162C1140,0.09516837481698392,348.3
0162C1150,0.07692307692307687,356.1
0162C1160,0.1483909415971395,356.5
0162C1170,0.07160963244613439,374.2
0162C1180,0.07999999999999996,419.6
0162C1190,0.048833423765599515,368.3
0162C1200,0.04983388704318936,455.7
0163C1010,0.09154315605928509,463.3
0163C1020,0.07015065913370999,366.4
0163C1030,0.2707399103139013,230.2
0163C1040,0.11990846681922196,327.7
0163C1050,0.06708799222168205,397.5
0163C1060,0.0676352705410822,360.2
0163C1070,0.09059912323429131,314.5
0163C1080,0.04629629629629628,489.9
0163C1090,0.24747474747474751,175.3
0163C1100,0.23764950598023926,217.5
0163C1110,0.074034902168165,346.1
0163C1120,0.21937639198218262,177.4
0163C1130,0.0876712328767123,433.2
0163C1140,0.07666527021365732,416.4
0163C1150,0.09565217391304348,296.1
0163C1160,0.14587628865979385,260.6
0163C1170,0.12342569269521408,266.5
0163C1180,0.1916621548456957,304.1
0163C1190,0.07891566265060246,324.6
0163C1200,0.060373216245883654,363.0
0163C1210,0.12350230414746544,324.0
0163C1220,0.09695431472081217,272.7
0163C1230,0.08444096950742763,317.3
0163C1240,0.10730804810360772,276.9
0163C1250,0.23939235201676268,223.9
0163C1260,0.23365928975810601,209.3
0163C1270,0.16633466135458164,224.5
0163C1280,0.04570184983677916,392.3
0163C1290,0.1102676787854574,339.1
0163C1300,0.0904572564612326,338.5
0163C1310,0.12408444635932792,343.6
0163C1320,0.06385616862988219,340.0
0163C1330,0.07333333333333336,299.3
0163C1340,0.05542508219821507,370.6
0163C1350,0.2009864364981504,225.3
0163C1360,0.063740228502706,313.6
0163C1370,0.13531967721911853,254.4
0163C1380,0.047945205479452024,347.4
0163C1390,0.25050505050505045,231.1
0163C1400,0.1959306706857573,261.7
0180C1010,0.10957254665863936,199.5
0180C1020,0.12274176408076509,219.1
0180C1030,0.0790575916230366,277.7
0180C1040,0.11467889908256879,245.2
0180C1050,0.12529274004683844,287.4
0180C1060,0.10373019928461935,231.6
0180C1070,0.1324266284896206,212.3
0180C1080,0.12207463630613535,231.4
0180C1090,0.14491882140709555,259.6
0180C1100,0.12840702604482135,236.4
0180C1110,0.07546317216448262,316.8
0180C1120,0.16952506596306072,206.1
0180C1130,0.1578576462297393,212.7
0180C1140,0.21338155515370705,216.5
0180C1150,0.20325732899022797,246.1
0180C1160,0.23213156230234033,219.2
0180C1170,0.05302651325662833,274.3
0180C1180,0.08435136707388013,218.4
0180C1190,0.14940135346173866,276.8
0180C1200,0.21498172959805117,204.0
0180C1210,0.1189773844641101,264.8
0180C1220,0.09446891825746451,241.7
0180C1230,0.2224532224532224,199.9
0180C1240,0.1861252115059222,304.4
0180C1250,0.11867948182198074,240.3
0180C1260,0.09101187111362352,225.2
0180C1270,0.08729714605484051,305.2
0180C1280,0.19664545980335457,236.3
0180C1290,0.10365853658536583,230.5
0180C1300,0.22330097087378642,195.1
0180C1310,0.07934054611025243,263.3
0180C1320,0.13256227758007122,237.9
0180C1330,0.21812262615301137,216.2
0180C1340,0.19616104868913853,210.8
0180C1350,0.16064638783269958,263.7
0180C1360,0.2103377686796315,235.5
0180C1370,0.15127238454288405,236.5
0180C1380,0.27478580171358624,236.3
0180C1390,0.06944444444444442,260.1
0180C1400,0.099680170575693,273.2
0180C1410,0.09813542688910692,274.8
0180C1420,0.03536977491961413,324.3
0180C1430,0.038436482084690526,410.6
0180C1440,0.08419901585565881,255.3
0180C1450,0.1586988664366683,255.5
0180C1460,0.1711663066954644,240.2
0180C1470,0.12768496420047737,230.5
0180C1480,0.16202531645569618,257.0
0180C1490,0.23379052369077302,192.5
0180C1500,0.26402116402116405,240.6
0180C1510,0.12798725438130643,211.7
0180C1520,0.14317673378076068,241.0
0180C1530,0.13774973711882232,263.9
0180C1540,0.11914323962516737,240.5
0180C1550,0.04470359572400384,382.4
0180C1560,0.25853413654618473,190.6
0180C1570,0.057309941520467866,271.1
0180C1580,0.07777097366809549,271.8
0180C1590,0.3991210547343188,206.5
0180C1600,0.3106180665610143,228.7
0180C1610,0.08787742226228035,280.7
0180C1620,0.04062288422478,394.7
0180C1630,0.049170251997541436,327.8
0180C1640,0.09783245459871115,303.2
0180C1650,0.03733200597312092,395.3
0180C1660,0.1364485981308411,174.4
0180C1670,0.047223663725998954,409.8
0180C1680,0.3095512082853855,169.4
0180C1690,0.14197910264290103,264.7
0180C1700,0.04350025290844717,396.4
0180C1710,0.06302916274694259,287.4
0180C1720,0.31465732866433216,202.8
0180C1730,0.20661157024793386,220.8
0180C1740,0.06361829025844934,294.8
0180C1750,0.1010165184243964,251.6
0180C1760,0.07881417208966013,260.1
0180C1770,0.10052083333333328,319.0
0180C1780,0.2136794807788317,176.8
0180C1790,0.04903943377148634,321.5
0180C1800,0.08345120226308345,236.4
0180C1810,0.02960526315789469,397.2
0180C1820,0.04230266027038809,348.4
0180C1830,0.05664794007490637,388.7
0180C1840,0.08004446914952756,289.1
0180C1850,0.0933988764044944,296.5
0180C1860,0.24779874213836472,230.9
0180C1870,0.15682556879739973,282.9
0180C1880,0.09343434343434343,297.7
0180C1890,0.04425287356321839,366.1
0180C1900,0.13804071246819338,233.0
0180C1910,0.17932609937178756,189.5
0180C1920,0.07708119218910581,316.1
0180C1930,0.046656298600311064,330.4
0180C1940,0.07888839085611832,243.4
0180C1950,0.08787432498772707,274.7
0180C1960,0.032539682539682535,317.2
0180C1970,0.049125168236877514,354.5
0180C1980,0.09280089988751405,240.3
0180C1990,0.10440985732814523,368.6
0180C2000,0.13018134715025909,270.3
0180C2010,0.17141544117647056,209.9
0180C2020,0.10014204545454541,262.6
0180C2030,0.07954545454545459,304.6
0180C2040,0.1282051282051282,202.2
0180C2050,0.09007053716766145,257.5
0180C2060,0.2250262881177708,207.1
0180C2070,0.152894606630381,270.3
0180C2080,0.07034566403881137,287.0
0180C2090,0.08753861997940271,288.6
0180C2100,0.051475634866163356,275.3
0180C2110,0.09687953555878082,282.9
0180C2120,0.05022573363431149,342.5
0180C2130,0.06690140845070425,255.4
0180C2140,0.10804490177736203,267.7
0180C2150,0.1994171523730225,201.4
0180C2160,0.2012263099219621,230.6
0180C2170,0.03891336270190893,320.2
0180C2180,0.08660998937300746,242.2
0180C2190,0.04518072289156627,378.0
0180C2200,0.11458948611931485,238.3
0180C2210,0.101123595505618,250.0
0180C2220,0.08534621578099844,274.7
0180C2230,0.056629834254143696,256.9
0180C2240,0.060538116591928204,292.0
0180C2250,0.2888631090487239,191.9
0180C2260,0.10824108241082409,265.4
0180C2270,0.06743421052631582,269.2
0180C2280,0.2400738688827332,215.9
0180C2290,0.10335063709296843,244.1
0180C2300,0.048104362005707335,364.3
0180C2310,0.09409701928696668,270.4
0180C2320,0.07957957957957962,289.5
0180C2330,0.08150470219435735,288.5
0180C2340,0.2591562355122856,232.8
0180C2350,0.05649103747963069,288.7
0180C2360,0.09062885326757086,268.1
0180C2370,0.07875457875457881,282.9
0180C2380,0.07530312699425656,316.7
0180C2390,0.3007950530035336,283.6
0180C2400,0.08113879003558722,349.0
0180C2410,0.07019704433497542,302.9
0180C2420,0.07744874715261962,259.2
0180C2430,0.05470162748643759,291.0
0180C2440,0.11153846153846159,280.1
0180C2450,0.11102106969205838,294.0
0180C2460,0.07056798623063687,294.1
0180C2470,0.14938488576449915,232.3
0180C2480,0.07468879668049788,274.5
0180C2490,0.07246376811594202,313.0
0180C2500,0.20291419320021586,198.5
0180C2510,0.09694989106753815,290.0
0180C2520,0.11614730878186974,264.7
0180C2530,0.08893485005170632,300.6
0180C2540,0.0854861437294504,305.3
0180C2550,0.15749999999999997,223.4
0180C2560,0.08102893890675245,311.7
0180C2570,0.09166666666666667,348.0
0180C2580,0.047549733139252814,404.3
0180C2590,0.08002092050209209,306.9
0180C2600,0.06658446362515413,405.0
0180C2610,0.09197751660705156,308.9
0180C2620,0.08818897637795275,312.5
0180C2630,0.09918902058640044,313.0
0180C2640,0.07050923335198656,363.6
0180C2650,0.1003412969283276,281.8
0180C2660,0.0662162162162162,319.4
0180C2670,0.12628398791540785,297.9
0180C2680,0.11865312667022987,277.8
0180C2690,0.08201357466063353,285.1
0180C2700,0.0604896783485358,289.7
0180C2710,0.07146401985111661,306.0
0180C2720,0.12403100775193798,272.4
0180C2730,0.09352909189777048,278.4
0180C2740,0.09575070821529741,295.2
0180C2750,0.05243036592026218,307.5
0180C2760,0.07697501688048614,281.9
0180C2770,0.07209543568464727,307.4
0180C2780,0.05924086555516139,373.6
0180C2790,0.06961077844311381,366.8
0180C2800,0.10231660231660233,313.1
0180C2810,0.08277830637488104,393.0
0180C2820,0.12098765432098768,264.5
0180C2830,0.05896805896805901,375.7
0180C2840,0.079133064516129,353.8
0180C2850,0.09897828863346103,288.4
0180C2860,0.10666045645086164,336.9
0180C2870,0.059911242603550297,318.4
0180C2880,0.06196341918626358,383.1
0180C2890,0.0709798994974874,317.6
0180C2900,0.053941908713692976,345.2
0180C2910,0.05005959475566146,284.1
0180C2920,0.08741442864665616,276.5
0180C2930,0.06772486772486774,227.6
0180C2940,0.05231689088191327,326.4
0180C2950,0.06590555267254805,355.6
0180C2960,0.0642369020501139,370.8
0180C2970,0.08530042918454939,289.7
0180C2980,0.05219985085756895,415.3
0180C2990,0.11192214111922139,282.0
0180C3000,0.05950095969289826,316.4
0180C3010,0.25774754346182915,249.2
0180C3020,0.0613636363636364,292.0
0180C3030,0.07326578332034295,276.5
0180C3040,0.05750605326876512,285.5
0180C3050,0.2781065088757396,287.3
0180C3060,0.07278742762613732,311.7
0180C3070,0.05900000000000005,385.0
0180C3080,0.1005251312828207,305.3
0180C3090,0.0686755430974072,268.8
0180C3100,0.06630750103605465,362.6
0180C3110,0.08359721342621917,259.7
0180C3120,0.08234630569655954,390.7
0180C3130,0.06879299562226393,326.5
0180C3140,0.06791827719491994,295.6
0180C3150,0.07033426183844016,293.9
0180C3160,0.04658385093167705,273.7
0180C3170,0.06900878293600998,332.0
0180C3180,0.06825396825396823,304.0
0180C3190,0.06499999999999995,292.2
0180C3200,0.04300000000000004,277.8
0180C3210,0.1072902338376891,287.7
0180C3220,0.053744997141223605,329.1
0180C3230,0.08004509582863584,333.9
0180C3240,0.05489530277306165,339.0
0180C3250,0.06716023268112115,306.9
0180C3260,0.16558089033659062,190.6
0180C3270,0.08841634023503075,288.4
0180C3280,0.055710306406685284,324.0
0180C3290,0.09219858156028371,285.9
0180C3300,0.08804402201100547,346.7
0180C3310,0.06015523932729627,275.3
0180C3320,0.09678965021562047,267.1
0180C3330,0.10690423162583518,305.8
0180C3340,0.12300933552992865,301.9
0180C3350,0.0490449148167269,336.7
0180C3360,0.07324364723467858,310.3
0180C3370,0.05950653120464444,284.3
0180C3380,0.0744920993227991,295.1
0180C3390,0.058132343846629575,289.6
0180C3400,0.07961783439490444,296.7
0180C3410,0.054953560371516996,391.7
0180C3420,0.08727810650887569,332.3
0180C3430,0.06831228473019513,314.1
0180C3440,0.0674157303370787,326.4
0180C3450,0.05944055944055948,334.5
0180C3460,0.08838383838383834,291.7
0180C3470,0.05393586005830908,284.0
0180C3480,0.08074245939675173,313.8
0180C3490,0.06372549019607843,337.7
0180C3500,0.07330246913580252,281.7
0180C3510,0.04557224236147073,330.2
0180C3520,0.07502623294858346,323.9
0180C3530,0.0565907522429262,316.5
0180C3540,0.05685618729096986,262.1
0180C3550,0.06888499708114415,334.4
0180C3560,0.11303744798890425,330.8
0180C3570,0.06877323420074355,324.0
0180C3580,0.0776914539400666,263.3
0180C3590,0.048440610484406066,304.0
0180C3600,0.08465608465608465,309.3
0180C3610,0.031150667514303843,488.4
0180C3620,0.07010090281465742,318.6
0180C3630,0.09936575052854124,270.9
0180C3640,0.061273051754907826,318.9
0180C3650,0.06844741235392315,314.0
0180C3660,0.09528214616096209,293.2
0180C3670,0.07872823618470859,268.3
0180C3680,0.07271468144044324,360.4
0180C3690,0.0478234212139792,308.7
0180C3700,0.07216494845360821,336.6
0180C3710,0.05591054313099042,329.5
0180C3720,0.05660377358490565,448.8
0180C3730,0.07664233576642332,325.6
0180C3740,0.08620689655172409,309.4
0180C3750,0.07926479035037337,308.8
0180C3760,0.04051316677920325,481.4
0180C3770,0.061491160645657184,294.5
0180C3780,0.05673076923076925,331.8
