holiday,weekday,time_seq,deso_3,evenness_income,evenness_income_r,evenness_birth_region,evenness_background,Foreign background,Not Sweden,Lowest income group,type
0,0,4.0,01,0.18,0.11191572900707528,7.945960965392522e-05,9.411917802464902e-05,0.2558761231216382,0.19999999999999996,0.2,median
0,0,4.0,01,0.035811089101389616,0.029227186032515222,2.1020322736758286e-05,2.239394786772093e-05,0.15798836105021571,0.1183164176863949,0.148,q5
0,0,4.0,01,0.4093333333333332,0.34101373792442286,0.0005765919183847064,0.0006673386980029856,0.7641147986182948,0.5521101032205566,0.38199999999999995,q95
0,0,4.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,4.0,12,0.1333333333333333,0.11364300994585198,9.3577714057172e-05,0.0001044686722021017,0.22769390582515248,0.1727092946605142,0.24,median
0,0,4.0,12,0.06738543284351482,0.03487638602146716,2.1333207380441494e-05,3.0022098283297365e-05,0.10792175460127298,0.08455153158691947,0.169,q5
0,0,4.0,12,0.2325014729525103,0.19877081220792397,0.0001837047825975126,0.00023413989158432356,0.5164640493782777,0.3601907037952453,0.3509999999999999,q95
0,0,4.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,4.0,14,0.13333333333333336,0.08837741141023697,8.240240457864535e-05,9.063720579527202e-05,0.21652623812932914,0.17057029377859623,0.22,median
0,0,4.0,14,0.07999999999999999,0.037107139642361,1.8393469056317213e-05,1.6467673629881863e-05,0.10674916778898688,0.07807874631926696,0.14900000000000002,q5
0,0,4.0,14,0.27544614779433424,0.2488365299986713,0.00026338180585673576,0.0002879643482176334,0.5751561001901417,0.45295099843895625,0.3287556652258508,q95
0,0,4.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,5.0,01,0.15333333333333332,0.11512838434417967,7.585806944869978e-05,8.295868641138325e-05,0.27535545023696684,0.20885695875508842,0.21,median
0,0,5.0,01,0.052000000000000025,0.03602389160817731,1.6953071309690783e-05,2.2361674089244145e-05,0.1581721305437208,0.12217520984869132,0.138,q5
0,0,5.0,01,0.4083118653584756,0.3334013814649885,0.0004552106691672249,0.0005537849595770558,0.8586348178137652,0.5997558141645939,0.3959999999999999,q95
0,0,5.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,5.0,12,0.14,0.1227026963933757,9.874982326260823e-05,9.966360533528721e-05,0.23778126762299215,0.194567034324919,0.2552740508582533,median
0,0,5.0,12,0.05230862806082985,0.03469467296974156,1.3348903848450337e-05,2.6102469968904385e-05,0.09199156638480592,0.07380266065907787,0.16,q5
0,0,5.0,12,0.33999999999999997,0.2998085800276427,0.00025039060521391606,0.0003161688733252764,0.5388666037069031,0.38145241040246947,0.365,q95
0,0,5.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,5.0,14,0.15839406996979677,0.12806123082473453,8.482066814136105e-05,9.387171624729496e-05,0.22487059114632546,0.17762878851026268,0.235,median
0,0,5.0,14,0.07033333333333333,0.052427931853289096,1.1794302713129788e-05,1.3532998649158175e-05,0.09361336281012037,0.07364137281781581,0.12,q5
0,0,5.0,14,0.3446666666666665,0.33272280408884874,0.0002544601399506989,0.00029076387627092895,0.6432572206235389,0.4831376332341076,0.3879999999999998,q95
0,0,5.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,6.0,01,0.15333333333333332,0.1150698644817798,8.738217505222974e-05,9.323620419239925e-05,0.27552058890276976,0.2065088174277898,0.21,median
0,0,6.0,01,0.04600000000000003,0.03175352005054199,1.9010994938115222e-05,2.2479317704298687e-05,0.13785377358490566,0.11314475808955965,0.1395,q5
0,0,6.0,01,0.40033333333333326,0.33836765182053474,0.0004915659559595082,0.000554848883131292,0.8547464993795796,0.5993316660917558,0.3914999999999999,q95
0,0,6.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,6.0,12,0.13333333333333336,0.11153610666306027,7.826251642953803e-05,9.870780778597674e-05,0.24782762885733453,0.194567034324919,0.24367291912442937,median
0,0,6.0,12,0.04503776815079325,0.03759867552366405,1.636388444068668e-05,2.2163334404797555e-05,0.09732590159583292,0.07450295300399808,0.16,q5
0,0,6.0,12,0.33999999999999997,0.2919959674062483,0.00018984808949978148,0.0002678658215929649,0.5242960581109559,0.362756893770688,0.3634999999999999,q95
0,0,6.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,6.0,14,0.15333333333333332,0.11620555011756728,8.47832536609439e-05,9.387171624729496e-05,0.19414450586466214,0.14518618992781357,0.20500000000000002,median
0,0,6.0,14,0.07033333333333333,0.05889915744023058,1.1794302713129788e-05,1.5251879851301388e-05,0.0983398506932101,0.07512356366535519,0.12,q5
0,0,6.0,14,0.3446666666666665,0.3324488240847694,0.00033109863824841445,0.0003464239877783667,0.7201029159250995,0.49659110663691564,0.3824999999999998,q95
0,0,6.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,7.0,01,0.15666666666666665,0.11232592280715444,9.001089009422924e-05,9.323620419239925e-05,0.27552058890276976,0.20779690725065803,0.21,median
0,0,7.0,01,0.06466666666666666,0.03729213807191375,2.1590536065046273e-05,2.8942772106872658e-05,0.15496677009116677,0.12004145239455698,0.14,q5
0,0,7.0,01,0.40099999999999997,0.33529376011554346,0.0004791646471193961,0.0005560214260128561,0.8427575700067476,0.5996144314736479,0.39449999999999996,q95
0,0,7.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,7.0,12,0.12666666666666668,0.10994279923430164,7.774222682158677e-05,9.41635639472054e-05,0.2680320569902048,0.20611111111111113,0.25,median
0,0,7.0,12,0.0463841546453212,0.02969202387787567,1.2497346432842664e-05,2.7632562783135912e-05,0.11532427988769385,0.09348762513027639,0.162,q5
0,0,7.0,12,0.2893333333333332,0.2370173978868547,0.00017303869380951345,0.00021722324820346348,0.5038635620446128,0.3415331604148331,0.348,q95
0,0,7.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,7.0,14,0.15333333333333332,0.10849298936570731,9.001020861402134e-05,9.446660356527832e-05,0.20565371024734982,0.16678445229681982,0.22,median
0,0,7.0,14,0.0734110866587354,0.05809688773012558,1.547186176279074e-05,1.2432123110670156e-05,0.09791331150959821,0.07176899804453045,0.12,q5
0,0,7.0,14,0.31866666666666665,0.3010052445898802,0.00029817451460844007,0.00030289241261717044,0.7258130330506344,0.5197343016859914,0.3972503335402762,q95
0,0,7.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,8.0,01,0.15666666666666665,0.11780276362788017,9.771173586065115e-05,9.573049420737288e-05,0.27269234370654993,0.20213809425932194,0.21,median
0,0,8.0,01,0.06416233100874041,0.038593804259034734,1.6351581163692806e-05,1.949356215503739e-05,0.15097595435747888,0.12490581366739793,0.14550000000000002,q5
0,0,8.0,01,0.4156666666666665,0.33846943464318024,0.0004663587862743423,0.0005488353563976968,0.8480643766869095,0.6004627276193243,0.40349999999999986,q95
0,0,8.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,8.0,12,0.14666666666666667,0.09832368038674943,6.701251546205141e-05,8.058173538699894e-05,0.2680145152928979,0.20995334370139973,0.25,median
0,0,8.0,12,0.068,0.03133437311897618,1.840304300889171e-05,1.32341975711292e-05,0.12225124453436154,0.09667442688282041,0.156,q5
0,0,8.0,12,0.2693333333333333,0.2053389135373747,0.00014951533671321365,0.00018354329993665975,0.4401606885758756,0.3334746920440203,0.36199999999999993,q95
0,0,8.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,8.0,14,0.14666666666666667,0.11009544315616837,9.001020861402134e-05,9.446660356527832e-05,0.24394966118102615,0.18121442125237197,0.23825968801604822,median
0,0,8.0,14,0.07861774234872863,0.05376437600173322,7.921736281305575e-06,1.114137240122969e-05,0.10264179519021611,0.08287231777482318,0.147,q5
0,0,8.0,14,0.32066666666666666,0.30441107269154327,0.00048795100666525047,0.0005019447151633835,0.7540242938651728,0.5579573494875417,0.44200000000000006,q95
0,0,8.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,9.0,01,0.15999999999999998,0.11616332812019144,8.697015396811952e-05,0.000104837255864262,0.2800187617260788,0.21896792189679215,0.21,median
0,0,9.0,01,0.08000000000000002,0.03953676629522017,2.2577760106628587e-05,2.4508051216957304e-05,0.13537287095289244,0.10792414710245002,0.146,q5
0,0,9.0,01,0.4033558220625381,0.33575221408778694,0.000544009287284283,0.0006003420882257071,0.8427415911555425,0.5919018173740168,0.4052128246491557,q95
0,0,9.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,9.0,12,0.1366666666666667,0.08313478447195141,7.784938614261854e-05,8.946214198155201e-05,0.23881932021466906,0.1903053828123054,0.26,median
0,0,9.0,12,0.06633333333333336,0.03347068577078225,1.6271059586510362e-06,1.5531515901982115e-05,0.11535469855794414,0.08223688238071603,0.1789897215868744,q5
0,0,9.0,12,0.20899999999999985,0.18203536047104749,0.00016654633285376416,0.00019113124648024822,0.47121580895023746,0.351172429801053,0.33049999999999996,q95
0,0,9.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,9.0,14,0.14666666666666667,0.12066939006132163,8.638794428439295e-05,9.599192207855046e-05,0.2587376108502869,0.18393030009680544,0.24,median
0,0,9.0,14,0.07333333333333332,0.025369589022007144,1.8621255438752232e-05,2.8758945127326484e-05,0.11514614703277236,0.09034543844109832,0.12,q5
0,0,9.0,14,0.35333333333333333,0.3263637431351955,0.00045967324056075894,0.000497479097087962,0.8001730103806228,0.5657748049052397,0.45,q95
0,0,9.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,10.0,01,0.15999999999999998,0.11782957935679989,8.656108068089678e-05,9.998914677047122e-05,0.28959271587483126,0.22481017313246046,0.21,median
0,0,10.0,01,0.08866666666666669,0.04199161564121776,1.7993916082966428e-05,1.903607426045714e-05,0.13572099892588615,0.1085966404105502,0.1565,q5
0,0,10.0,01,0.4136666666666665,0.34856781228538947,0.0005404156767629735,0.0006397535033146399,0.844859882824973,0.5911210045469499,0.4069999999999999,q95
0,0,10.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,10.0,12,0.141608951121657,0.08818795296254534,7.878280603748928e-05,9.440439872448477e-05,0.24005003818943987,0.19475942059353413,0.26,median
0,0,10.0,12,0.07400000000000002,0.03343074951680624,2.903115643512143e-06,1.7138702111599137e-05,0.11561173531948579,0.08278914069685035,0.16,q5
0,0,10.0,12,0.21266666666666662,0.2394440493724995,0.00020076512022626313,0.00027397941131700366,0.5112136773815729,0.3493165139315796,0.339,q95
0,0,10.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,10.0,14,0.14,0.11600513160510241,8.353036684004617e-05,9.307005533912472e-05,0.23209169054441262,0.17936962750716334,0.23,median
0,0,10.0,14,0.06799999999999999,0.03183109482820731,1.86804907115594e-05,2.9640638350322493e-05,0.11666378453455553,0.09112668736603247,0.15,q5
0,0,10.0,14,0.3479999999999999,0.2799290863423141,0.00044949359277252695,0.0004959390097301783,0.7865958074076371,0.5563395671075826,0.4419999999999999,q95
0,0,10.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,11.0,01,0.16333333333333333,0.11667495028491578,8.656005290266825e-05,9.998914677047122e-05,0.2728105361980795,0.2071413052359192,0.21,median
0,0,11.0,01,0.09333333333333334,0.04161170898163829,1.7993916082966428e-05,1.784611199392053e-05,0.1294880891270835,0.10382742237095759,0.14747930468076376,q5
0,0,11.0,01,0.4136666666666665,0.34887730245111964,0.0005405058095199536,0.0005998430976196723,0.844859882824973,0.5911210045469499,0.4069999999999999,q95
0,0,11.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,11.0,12,0.14187709401233606,0.08807426920173039,7.878280603748928e-05,9.440439872448477e-05,0.23881932021466906,0.186964795432921,0.26,median
0,0,11.0,12,0.060666666666666695,0.03276403750321225,1.536245132993924e-05,2.8873798160543453e-05,0.11178338393640187,0.08278914069685035,0.16,q5
0,0,11.0,12,0.23441850676714845,0.24125274036057978,0.00017050143556292688,0.0001882862485373888,0.47350342195996803,0.3454111293482288,0.329,q95
0,0,11.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,11.0,14,0.15,0.11543537279292387,8.932719237888216e-05,9.522926282191438e-05,0.23092473800577032,0.17901961309387854,0.23,median
0,0,11.0,14,0.07433333333333332,0.030913315059666557,2.0335747118761762e-05,2.942021504457349e-05,0.09596306331588952,0.0733712704456047,0.1245,q5
0,0,11.0,14,0.3493333333333334,0.31802627635747277,0.0004520385047195851,0.0004963240315696242,0.7899901081508838,0.5586983765569971,0.44400000000000006,q95
0,0,11.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,12.0,01,0.16666666666666666,0.11638128614056556,8.41516223147983e-05,9.514103767668044e-05,0.27568572756857274,0.21896792189679215,0.21,median
0,0,12.0,01,0.09333333333333334,0.04226078563798691,1.75319410850462e-05,1.9376915866876837e-05,0.13537287095289244,0.10798245614035087,0.15903729911255624,q5
0,0,12.0,01,0.4146666666666666,0.3486595661290032,0.000544009287284283,0.0006077371483562684,0.8463591053603409,0.5919018173740168,0.408,q95
0,0,12.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,12.0,12,0.14666666666666664,0.08065240823103104,8.074317014780208e-05,9.56563415457372e-05,0.23881932021466906,0.186964795432921,0.26,median
0,0,12.0,12,0.06666666666666668,0.035471195930015964,1.453625311559318e-05,2.2447329880717235e-05,0.11137301119622864,0.08685555039479798,0.16,q5
0,0,12.0,12,0.21333333333333337,0.20958300555554712,0.00017135923774373165,0.0001977342578067378,0.4827321565617805,0.34944670937682,0.33,q95
0,0,12.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,12.0,14,0.14666666666666664,0.10781892027873514,8.353036684004617e-05,9.446660356527832e-05,0.23209169054441262,0.17936962750716334,0.23,median
0,0,12.0,14,0.07266666666666666,0.02767947105177445,1.8505365161356935e-05,3.097513709081297e-05,0.12200350994303925,0.09117740098696699,0.147,q5
0,0,12.0,14,0.32933333333333337,0.2837137243648204,0.00046217896609666696,0.0005019447151633835,0.7947714977033743,0.5664170553564197,0.45193098748030913,q95
0,0,12.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,13.0,01,0.16666666666666666,0.11550590048987132,8.41516223147983e-05,9.514103767668044e-05,0.2699346668780857,0.2044393248501008,0.20300839982867547,median
0,0,13.0,01,0.09333333333333334,0.041914903188628054,1.1653324979210434e-05,1.8083223719693324e-05,0.12984574022245102,0.10508028033639363,0.14822209552124516,q5
0,0,13.0,01,0.41266666666666657,0.3512480603151358,0.0005370023317556248,0.0005940126883927842,0.8433606602896054,0.5903401917198831,0.40599999999999997,q95
0,0,13.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,13.0,12,0.14350719944709367,0.0806165248027715,8.391720671114956e-05,9.56563415457372e-05,0.23881932021466906,0.19320214669051883,0.26,median
0,0,13.0,12,0.06666666666666668,0.03394062723463163,1.4449936542382717e-05,2.864968300134144e-05,0.111101761720874,0.08233731739707839,0.16,q5
0,0,13.0,12,0.2133333333333333,0.21057881227991362,0.00021277527825228,0.00023192352870107585,0.5143782908059943,0.38396111786148235,0.34,q95
0,0,13.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,13.0,14,0.14666666666666664,0.10254841119154576,8.80197337433363e-05,9.522926282191438e-05,0.23092473800577032,0.17671553047713118,0.23,median
0,0,13.0,14,0.067,0.028227834196849454,2.3022643998105315e-05,2.8880929950310637e-05,0.11550772080001487,0.09039165858253548,0.1215,q5
0,0,13.0,14,0.35199999999999987,0.32231533641897864,0.00045712832861370076,0.0004970940752485161,0.7967787096373762,0.5634159954558252,0.4384999999999999,q95
0,0,13.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,14.0,01,0.16999999999999998,0.1154838322136341,8.661826433204242e-05,9.998914677047122e-05,0.2711767204757859,0.2057599092374089,0.21000000000000002,median
0,0,14.0,01,0.09333333333333334,0.040146450782390854,5.264980845448427e-06,1.6238937496305592e-05,0.12963077483853105,0.10522817003180789,0.1479761477161245,q5
0,0,14.0,01,0.4136666666666665,0.3502197473646111,0.0005405058095199536,0.000600820902158281,0.844859882824973,0.5911210045469499,0.4069999999999999,q95
0,0,14.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,14.0,12,0.1433333333333333,0.0813985019239275,9.563161781478863e-05,9.69725772150316e-05,0.24435358114816003,0.1900834710617199,0.26,median
0,0,14.0,12,0.06688868174724008,0.033128222477715095,2.0989754368419e-05,1.6499203173280123e-05,0.11134239494209457,0.08687340929226492,0.16,q5
0,0,14.0,12,0.2133333333333333,0.21214130654368316,0.00021262754684466868,0.00023082687456328022,0.5127959840937835,0.3822353974372491,0.35899999999999993,q95
0,0,14.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,14.0,14,0.1433333333333333,0.10831015343834294,8.932719237888216e-05,9.387171624729496e-05,0.22106800773816077,0.17042294287195942,0.23,median
0,0,14.0,14,0.06766666666666667,0.02987376618599119,2.358582539226398e-05,2.9141998828156846e-05,0.11628437515910975,0.08070867851126282,0.12,q5
0,0,14.0,14,0.3646666666666667,0.3319594613590584,0.0004520385047195851,0.0004963240315696242,0.7899901081508838,0.5586983765569971,0.43550000000000005,q95
0,0,14.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,15.0,01,0.15999999999999998,0.11525266959388471,8.908490634928653e-05,9.630814238575702e-05,0.25696374141667794,0.20137157107231918,0.21,median
0,0,15.0,01,0.09333333333333334,0.03592620852542682,1.0475197634067722e-05,1.7136006520808094e-05,0.13676538284486728,0.11482671733096177,0.15,q5
0,0,15.0,01,0.4106666666666665,0.3451856288122814,0.0005299953762269666,0.0005810169526184228,0.84036221521887,0.5887785660657493,0.4039999999999999,q95
0,0,15.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,15.0,12,0.14459761627450418,0.08296822236419313,7.878280603748928e-05,9.029696870560135e-05,0.23881932021466906,0.19320214669051883,0.27,median
0,0,15.0,12,0.068,0.0333086162219359,1.639163067641897e-05,2.758661659890837e-05,0.11199772374020249,0.08676529760018842,0.164,q5
0,0,15.0,12,0.21333333333333335,0.2102407818421209,0.00020787020480466195,0.0002275369121498937,0.5111448508916648,0.37705823616454975,0.34,q95
0,0,15.0,12,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,15.0,14,0.14666666666666664,0.10677408646355158,8.638794428439295e-05,9.32768289293116e-05,0.21935129191863662,0.174061433447099,0.23,median
0,0,15.0,14,0.06799999999999999,0.030670885478877058,1.9682156102435654e-05,2.9282153328310164e-05,0.11666378453455553,0.0814604273081782,0.11786372408173526,q5
0,0,15.0,14,0.364,0.33846833563384177,0.00044949359277252695,0.0004943388683413821,0.7462522708980108,0.5525026950860137,0.4339999999999999,q95
0,0,15.0,14,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,16.0,01,0.15999999999999998,0.11362812549358711,8.544768529103789e-05,9.385634116113823e-05,0.2647826040922137,0.201854009835225,0.215,median
0,0,16.0,01,0.09133333333333335,0.030004472320013756,5.531118658483952e-06,2.102778905440346e-05,0.13246918557584772,0.11572603002644376,0.15,q5
0,0,16.0,01,0.40966666666666657,0.34656840377651527,0.0005264918984626378,0.0005740280303393516,0.8388629926835024,0.5879977532386824,0.40299999999999997,q95
0,0,16.0,01,0.10676646706586834,,9.650800885889356e-05,0.00011086397648622462,0.14647537956602394,0.11680497657739902,0.23486526946107783,housing
0,0,16.0,12,0.14666273324848433,0.08560352122422554,9.619719300670967e-05,9.49099527464713e-05,0.23406462011588672,0.1861899582874,0.27166709448322757,median
