Type,d,d_grp,fd
F,690,"(689, 690]",7.830377126491109e-06
F,691,"(690, 691]",2.583734312444947e-05
F,692,"(691, 692]",1.1407372203013542e-05
F,693,"(692, 693]",2.6838194286993093e-05
F,694,"(693, 694]",0.00010041081517588168
F,695,"(694, 695]",8.896589214309279e-06
F,696,"(695, 696]",1.4836372612800588e-05
F,697,"(696, 697]",1.4289993798091658e-05
F,698,"(697, 698]",1.3273730650618431e-05
F,699,"(698, 699]",4.000348154812004e-05
F,700,"(699, 700]",4.4424214224473655e-06
F,701,"(700, 701]",1.3250758169959596e-05
F,702,"(701, 702]",1.9468751640507295e-05
F,703,"(702, 703]",1.388937136997746e-05
F,704,"(703, 704]",5.472688912265412e-06
F,705,"(704, 705]",9.236380343843161e-06
F,706,"(705, 706]",9.932665807334329e-06
F,707,"(706, 707]",1.2526615217327184e-05
F,708,"(707, 708]",2.2497638178235465e-05
F,709,"(708, 709]",1.7467192656919305e-05
F,710,"(709, 710]",5.0769034985310724e-05
F,711,"(710, 711]",0.00022144873760562592
F,712,"(711, 712]",5.957791871656454e-05
F,713,"(712, 713]",4.683116581639042e-05
F,714,"(713, 714]",3.95008486507099e-06
F,715,"(714, 715]",3.523990480317688e-05
F,716,"(715, 716]",5.455857967611176e-06
F,717,"(716, 717]",1.078167854873037e-05
F,718,"(717, 718]",2.006372329936209e-05
F,719,"(718, 719]",5.428506679285566e-06
F,720,"(719, 720]",2.2153655411062234e-05
F,721,"(720, 721]",1.720015043553333e-05
F,722,"(721, 722]",2.4507803647855814e-05
F,723,"(722, 723]",4.169676511143142e-05
F,724,"(723, 724]",5.869261708084075e-05
F,725,"(724, 725]",7.340916607311192e-05
F,726,"(725, 726]",0.0001646937248285447
F,727,"(726, 727]",6.22410809341692e-05
F,728,"(727, 728]",7.613088112622754e-05
F,729,"(728, 729]",3.112856471140629e-05
F,730,"(729, 730]",2.7192211667308945e-05
F,731,"(730, 731]",1.6146749634227307e-05
F,732,"(731, 732]",3.109614834261237e-05
F,733,"(732, 733]",5.1284911521587064e-05
F,734,"(733, 734]",5.310938918990681e-05
F,735,"(734, 735]",6.866624062517813e-05
F,736,"(735, 736]",5.3466196263793106e-05
F,737,"(736, 737]",2.7301148428639203e-05
F,738,"(737, 738]",4.031242693190656e-05
F,739,"(738, 739]",9.917844483376679e-06
F,740,"(739, 740]",5.59180290294385e-05
F,741,"(740, 741]",1.603598305495598e-05
F,742,"(741, 742]",2.784164356293366e-05
F,743,"(742, 743]",5.100683341269005e-05
F,744,"(743, 744]",4.119039802498527e-06
F,745,"(744, 745]",5.413211281919654e-05
F,746,"(745, 746]",0.00010196354542764393
F,747,"(746, 747]",5.670482571605055e-05
F,748,"(747, 748]",5.670938911096898e-06
F,749,"(748, 749]",1.4126785136180535e-05
F,750,"(749, 750]",1.8930552315816383e-05
F,751,"(750, 751]",5.0924364876751e-05
F,752,"(751, 752]",5.347402948039566e-06
F,753,"(752, 753]",2.0226614623863536e-05
F,754,"(753, 754]",1.890096432302509e-05
F,755,"(754, 755]",1.0717133776655783e-05
F,756,"(755, 756]",7.253805818355741e-05
F,757,"(756, 757]",6.702855822040379e-05
F,758,"(757, 758]",9.356086284147035e-06
F,759,"(758, 759]",9.413413246523406e-06
F,760,"(759, 760]",2.8723496453244102e-06
F,761,"(760, 761]",9.872393555098593e-06
F,762,"(761, 762]",5.856165040675103e-05
F,763,"(762, 763]",1.0925278680662309e-05
F,764,"(763, 764]",8.68163624151855e-06
F,765,"(764, 765]",2.001220632203766e-05
F,766,"(765, 766]",1.5633241616259387e-05
F,767,"(766, 767]",9.599857949226603e-06
F,768,"(767, 768]",1.0910457994285462e-05
F,769,"(768, 769]",2.6553991285593573e-05
F,770,"(769, 770]",5.373528242702562e-06
F,771,"(770, 771]",3.5086401634936024e-06
F,772,"(771, 772]",2.9103299251755077e-06
F,773,"(772, 773]",1.785712630168763e-06
F,774,"(773, 774]",1.204761351204623e-05
F,775,"(774, 775]",3.6689283895230384e-05
F,776,"(775, 776]",8.722129169493027e-05
F,777,"(776, 777]",8.132274719304242e-06
F,778,"(777, 778]",4.385919734581192e-05
F,779,"(778, 779]",1.3888897289520248e-05
F,780,"(779, 780]",1.813122440984106e-06
F,781,"(780, 781]",4.067768058679256e-06
F,782,"(781, 782]",2.094201992147064e-05
F,783,"(782, 783]",3.4408675360387945e-06
F,784,"(783, 784]",8.855050760278438e-06
F,785,"(784, 785]",5.098846026717948e-06
F,786,"(785, 786]",1.448620654038884e-07
F,787,"(786, 787]",8.024356799752714e-06
F,788,"(787, 788]",3.5209395716630795e-06
F,789,"(788, 789]",3.417418116756439e-05
F,790,"(789, 790]",4.78352322751481e-06
F,791,"(790, 791]",5.338760110281999e-06
F,792,"(791, 792]",1.3716897840835469e-05
F,793,"(792, 793]",3.942451401511721e-06
F,794,"(793, 794]",5.31840877394726e-05
F,795,"(794, 795]",3.7331079345992896e-05
F,796,"(795, 796]",6.554673546764244e-06
F,797,"(796, 797]",2.3471080166188467e-06
F,798,"(797, 798]",9.545182694962297e-06
F,799,"(798, 799]",1.3932033858958446e-05
F,800,"(799, 800]",6.558622351998019e-06
F,801,"(800, 801]",1.7547434842593075e-05
F,802,"(801, 802]",3.4699079739410414e-06
F,803,"(802, 803]",7.595318180165113e-06
F,804,"(803, 804]",4.01599045828074e-06
F,805,"(804, 805]",2.082065586257942e-05
F,806,"(805, 806]",7.56884406289239e-06
F,807,"(806, 807]",3.536166559309941e-05
F,808,"(807, 808]",5.807448823829963e-05
F,809,"(808, 809]",1.4602682257685111e-05
F,810,"(809, 810]",1.3868720443289785e-05
F,811,"(810, 811]",3.595631889280795e-06
F,812,"(811, 812]",1.7374894083566362e-05
F,813,"(812, 813]",1.5551136110398503e-05
F,814,"(813, 814]",1.882748224215252e-05
F,815,"(814, 815]",1.0824143499032007e-05
F,816,"(815, 816]",1.6530432914176637e-05
F,817,"(816, 817]",1.4013776969512277e-05
F,818,"(817, 818]",4.691965772604298e-06
F,819,"(818, 819]",1.2645598963122481e-05
F,820,"(819, 820]",1.983134286379129e-05
F,821,"(820, 821]",2.276714113133594e-05
F,822,"(821, 822]",6.242734027035186e-05
F,823,"(822, 823]",2.6936445742279944e-05
F,824,"(823, 824]",2.1878824205132874e-05
F,825,"(824, 825]",1.0581587391180023e-05
F,826,"(825, 826]",9.37360404281365e-06
F,827,"(826, 827]",3.329035183192993e-06
F,828,"(827, 828]",6.743381273162897e-06
F,829,"(828, 829]",7.662944407232615e-06
F,830,"(829, 830]",6.681502622269414e-06
F,831,"(830, 831]",1.947597423871339e-05
F,832,"(831, 832]",3.0345726449117768e-05
F,833,"(832, 833]",3.127658981650657e-05
F,834,"(833, 834]",1.8459214024045103e-05
F,835,"(834, 835]",1.0811171984903153e-05
F,836,"(835, 836]",2.2509939561261743e-05
F,837,"(836, 837]",7.956172028551128e-06
F,838,"(837, 838]",2.969009049408534e-05
F,839,"(838, 839]",8.753878529628015e-06
F,840,"(839, 840]",1.6655793015980684e-05
F,841,"(840, 841]",8.866729311007864e-06
F,842,"(841, 842]",1.0535269813266259e-05
F,843,"(842, 843]",5.692210074494051e-05
F,844,"(843, 844]",5.860096969534331e-05
F,845,"(844, 845]",6.525860529366199e-05
F,846,"(845, 846]",1.3791198913369512e-05
F,847,"(846, 847]",1.779967594719456e-06
F,848,"(847, 848]",2.9398188864989527e-06
F,849,"(848, 849]",7.133190517244931e-06
F,850,"(849, 850]",3.4681355110429184e-06
F,851,"(850, 851]",3.7050016609767702e-06
F,852,"(851, 852]",3.848689774976921e-06
F,853,"(852, 853]",2.5697438336996643e-06
F,854,"(853, 854]",3.2955076547984625e-06
F,855,"(854, 855]",2.028344885702376e-06
F,856,"(855, 856]",3.3523180176614617e-06
F,857,"(856, 857]",6.186036613210163e-07
F,858,"(857, 858]",4.171471951918174e-06
F,859,"(858, 859]",2.9297554108319127e-06
F,860,"(859, 860]",6.489337581778959e-06
F,861,"(860, 861]",5.265920841640532e-06
F,862,"(861, 862]",4.194548901904784e-06
F,863,"(862, 863]",1.994097825537563e-05
F,864,"(863, 864]",1.1355331705626019e-05
F,865,"(864, 865]",3.591118489092082e-07
F,866,"(865, 866]",6.501603820160722e-06
F,867,"(866, 867]",6.072719289550271e-06
F,868,"(867, 868]",1.625689050284418e-05
F,869,"(868, 869]",1.4324142881430772e-06
F,870,"(869, 870]",3.3584973549256343e-06
F,871,"(870, 871]",2.0647586510556362e-06
F,872,"(871, 872]",2.0167762497909658e-06
F,873,"(872, 873]",1.454863278428383e-06
F,874,"(873, 874]",4.573049846653616e-06
F,875,"(874, 875]",5.572315251499313e-06
F,876,"(875, 876]",9.608461959612321e-06
F,877,"(876, 877]",3.850194769921135e-06
F,878,"(877, 878]",3.2212172297215568e-06
F,879,"(878, 879]",3.838917358423979e-06
F,880,"(879, 880]",2.2040614556984528e-05
F,881,"(880, 881]",1.5166491042629882e-05
F,882,"(881, 882]",5.41134918036744e-05
F,883,"(882, 883]",2.3885345259038005e-06
F,884,"(883, 884]",1.7316292430786262e-06
F,885,"(884, 885]",4.812220862465963e-06
F,886,"(885, 886]",3.194852332292438e-06
F,887,"(886, 887]",5.432057232300593e-06
F,888,"(887, 888]",4.459966970868951e-06
F,889,"(888, 889]",1.8378888043632044e-06
F,890,"(889, 890]",6.288336560227185e-06
F,891,"(890, 891]",1.2031668980988732e-05
F,892,"(891, 892]",3.2918937508542587e-06
F,893,"(892, 893]",6.433867301123765e-06
F,894,"(893, 894]",2.805555763221472e-05
F,895,"(894, 895]",1.93524958897774e-05
F,896,"(895, 896]",2.449176029207338e-06
F,897,"(896, 897]",6.805424409188989e-06
F,898,"(897, 898]",2.337508145157442e-06
F,899,"(898, 899]",2.91459769760009e-05
F,900,"(899, 900]",3.92078381575768e-06
F,901,"(900, 901]",2.4355252088577748e-06
F,902,"(901, 902]",1.1784528911594034e-05
F,903,"(902, 903]",3.068328470040426e-06
F,904,"(903, 904]",4.42918232078648e-06
F,905,"(904, 905]",5.227441889832395e-06
F,906,"(905, 906]",2.297935229402601e-08
F,907,"(906, 907]",1.6480018065818861e-06
F,908,"(907, 908]",6.069832074123923e-05
F,909,"(908, 909]",6.317548982426953e-06
F,910,"(909, 910]",6.406308340793563e-06
F,911,"(910, 911]",1.4314424535381017e-06
F,912,"(911, 912]",6.464026964730948e-07
F,913,"(912, 913]",4.2048737666963594e-06
F,914,"(913, 914]",1.2901238594722242e-06
F,915,"(914, 915]",9.939555218157558e-06
F,916,"(915, 916]",1.8521293571539424e-05
F,917,"(916, 917]",1.6960776232943208e-05
F,918,"(917, 918]",1.731838111033445e-05
F,919,"(918, 919]",1.796839060152844e-05
F,920,"(919, 920]",1.709375200745165e-05
F,921,"(920, 921]",0.0002809288054594504
F,922,"(921, 922]",4.4201061027001255e-05
F,923,"(922, 923]",4.0600082953089e-06
F,924,"(923, 924]",2.909733239213043e-05
F,925,"(924, 925]",3.454132175942117e-06
F,926,"(925, 926]",1.638597902823942e-05
F,927,"(926, 927]",1.0499428007390734e-06
F,928,"(927, 928]",1.585911285317745e-05
F,929,"(928, 929]",9.031148193877446e-06
F,930,"(929, 930]",4.3978930365195095e-06
F,931,"(930, 931]",7.591248862323251e-06
F,932,"(931, 932]",2.024832832570682e-06
F,933,"(932, 933]",2.3677095213349163e-06
F,934,"(933, 934]",1.3832018108704185e-05
F,935,"(934, 935]",1.866746661977826e-06
F,936,"(935, 936]",2.1311066755645754e-06
F,937,"(936, 937]",1.1261768401829462e-06
F,938,"(937, 938]",7.072049950256868e-06
F,939,"(938, 939]",3.1423082125405867e-06
F,940,"(939, 940]",6.287500916446504e-06
F,941,"(940, 941]",3.5362992729332226e-06
F,942,"(941, 942]",1.2113969501012333e-05
F,943,"(942, 943]",5.184582203863727e-06
F,944,"(943, 944]",6.183209524199819e-07
F,945,"(944, 945]",3.2167234071650096e-06
F,946,"(945, 946]",7.131012111772093e-06
F,947,"(946, 947]",6.950917645273312e-06
F,948,"(947, 948]",1.1421106821233196e-05
F,949,"(948, 949]",9.959323448328097e-06
F,950,"(949, 950]",5.315393652771039e-06
F,951,"(950, 951]",4.28949849288083e-06
F,952,"(951, 952]",8.852236061501412e-06
F,953,"(952, 953]",1.2945081797785854e-05
F,954,"(953, 954]",5.396206261033198e-06
F,955,"(954, 955]",2.930163245998211e-05
F,956,"(955, 956]",1.8417395411302195e-06
F,957,"(956, 957]",2.196278251439559e-06
F,958,"(957, 958]",2.8854094087779627e-06
F,959,"(958, 959]",6.202976129929883e-06
F,960,"(959, 960]",7.640951422291958e-06
F,961,"(960, 961]",3.171674938211545e-05
F,962,"(961, 962]",2.154331684910583e-05
F,963,"(962, 963]",6.184399783343871e-06
F,964,"(963, 964]",2.2535829917942075e-06
F,965,"(964, 965]",3.7157927557131225e-07
F,966,"(965, 966]",1.5155549833114237e-06
F,967,"(966, 967]",3.861065548983882e-06
F,968,"(967, 968]",2.243306412461812e-06
F,969,"(968, 969]",3.3101434278993596e-06
F,970,"(969, 970]",1.0572604125726368e-05
F,971,"(970, 971]",2.6854866506374207e-06
F,972,"(971, 972]",2.0780571623321092e-06
F,973,"(972, 973]",1.1455926037983906e-05
F,974,"(973, 974]",6.675202432914413e-06
F,975,"(974, 975]",2.734896326886343e-06
F,976,"(975, 976]",2.5595322480191035e-06
F,977,"(976, 977]",1.0383620442698527e-06
F,978,"(977, 978]",7.956892810207008e-07
F,979,"(978, 979]",7.917960111008899e-06
F,980,"(979, 980]",3.474539798855412e-06
F,981,"(980, 981]",0.00020548844347103003
F,982,"(981, 982]",2.076514089255917e-06
F,983,"(982, 983]",7.46121903715796e-06
F,984,"(983, 984]",1.465050070315642e-05
F,985,"(984, 985]",1.050338071298468e-05
F,986,"(985, 986]",9.74037362010299e-06
F,987,"(986, 987]",1.3547341767032773e-05
F,988,"(987, 988]",3.7157927557131225e-07
F,989,"(988, 989]",1.9798342259445844e-05
F,990,"(989, 990]",2.267774573917917e-06
F,991,"(990, 991]",5.664474588921475e-06
F,992,"(991, 992]",1.1831335760230626e-06
F,993,"(992, 993]",4.5895846459237865e-07
F,994,"(993, 994]",1.1351382575296168e-06
F,995,"(994, 995]",4.3297333518817314e-06
F,996,"(995, 996]",5.958443586343428e-06
F,997,"(996, 997]",2.9902222902808735e-05
F,998,"(997, 998]",1.0420762046299407e-05
F,999,"(998, 999]",2.277091618603666e-05
F,1000,"(999, 1000]",1.4073059681363105e-05
F,1001,"(1000, 1001]",8.466688128036491e-06
F,1002,"(1001, 1002]",1.1298397300332816e-05
F,1003,"(1002, 1003]",4.543737143356821e-05
F,1004,"(1003, 1004]",6.046262841323939e-05
F,1005,"(1004, 1005]",6.660835948861649e-06
F,1006,"(1005, 1006]",5.2739153417581445e-06
F,1007,"(1006, 1007]",1.2857856461410367e-05
F,1008,"(1007, 1008]",8.182412665020884e-06
F,1009,"(1008, 1009]",9.838849980369207e-06
F,1010,"(1009, 1010]",9.35017535500692e-06
F,1011,"(1010, 1011]",6.440816581183207e-06
F,1012,"(1011, 1012]",2.777772891204733e-06
F,1013,"(1012, 1013]",1.2565772276040614e-06
F,1014,"(1013, 1014]",5.048744427113623e-07
F,1015,"(1014, 1015]",3.141006063813749e-07
F,1016,"(1015, 1016]",4.7427803278839597e-07
F,1017,"(1016, 1017]",4.541245087024608e-06
F,1018,"(1017, 1018]",1.3144967624545742e-05
F,1019,"(1018, 1019]",1.39420638024943e-06
F,1020,"(1019, 1020]",1.2208557119324185e-06
F,1021,"(1020, 1021]",5.879636606893867e-07
F,1022,"(1021, 1022]",5.472761142377246e-07
F,1023,"(1022, 1023]",2.809409244953071e-05
F,1024,"(1023, 1024]",4.147288764244708e-06
F,1025,"(1024, 1025]",4.527471367280141e-06
F,1026,"(1025, 1026]",1.0857210898288048e-05
F,1027,"(1026, 1027]",4.0266115518272325e-06
F,1028,"(1027, 1028]",1.8173804670594056e-05
F,1029,"(1028, 1029]",1.9696143559814694e-05
F,1030,"(1029, 1030]",2.6477890632286536e-05
F,1031,"(1030, 1031]",1.624224621754924e-05
F,1032,"(1031, 1032]",1.1449178425057539e-05
F,1033,"(1032, 1033]",3.9525335840900215e-06
F,1034,"(1033, 1034]",5.597888015432323e-06
F,1035,"(1034, 1035]",2.8625225256475253e-06
F,1036,"(1035, 1036]",4.674553598975144e-06
F,1037,"(1036, 1037]",2.5736340103980307e-06
F,1038,"(1037, 1038]",3.0639136392034685e-08
F,1039,"(1038, 1039]",4.717339275130995e-06
F,1040,"(1039, 1040]",1.0678927785298585e-05
F,1041,"(1040, 1041]",1.1709904576582565e-06
F,1042,"(1041, 1042]",4.0690408583436905e-06
F,1043,"(1042, 1043]",1.908511613830498e-06
F,1044,"(1043, 1044]",1.7905202660463597e-06
F,1045,"(1044, 1045]",2.723248793993447e-06
F,1046,"(1045, 1046]",1.0847614137724402e-05
F,1047,"(1046, 1047]",5.0962639483230625e-06
F,1048,"(1047, 1048]",4.676712293012312e-05
F,1049,"(1048, 1049]",3.2794734265641026e-07
F,1050,"(1049, 1050]",1.695330444794112e-07
F,1051,"(1050, 1051]",1.216207551966103e-06
F,1052,"(1051, 1052]",0.0
F,1053,"(1052, 1053]",1.1823089660939845e-06
F,1054,"(1053, 1054]",4.5081309168578327e-07
F,1055,"(1054, 1055]",8.670886845291929e-07
F,1056,"(1055, 1056]",2.1392803236743347e-06
F,1057,"(1056, 1057]",1.548135554681038e-06
F,1058,"(1057, 1058]",4.792792062251848e-07
F,1059,"(1058, 1059]",2.9765367593851305e-06
F,1060,"(1059, 1060]",5.492785329564552e-06
F,1061,"(1060, 1061]",0.0
F,1062,"(1061, 1062]",7.659784098008671e-09
F,1063,"(1062, 1063]",1.2042464903808645e-06
F,1064,"(1063, 1064]",5.047285159843658e-07
F,1065,"(1064, 1065]",3.472486161911225e-07
F,1066,"(1065, 1066]",3.694189309458977e-07
F,1067,"(1066, 1067]",1.3709895921270588e-05
F,1068,"(1067, 1068]",1.4252362616906635e-06
F,1069,"(1068, 1069]",1.0613497465010993e-06
F,1070,"(1069, 1070]",1.938511265210817e-06
F,1071,"(1070, 1071]",7.008058475289864e-07
F,1072,"(1071, 1072]",1.7429771378135434e-06
F,1073,"(1072, 1073]",7.4389231748459e-07
F,1074,"(1073, 1074]",3.21084649804957e-06
F,1075,"(1074, 1075]",1.6156966918427567e-06
F,1076,"(1075, 1076]",1.1464969712816685e-05
F,1077,"(1076, 1077]",7.623244826162972e-06
F,1078,"(1077, 1078]",2.7526201598243266e-06
F,1079,"(1078, 1079]",8.818030727293435e-06
F,1080,"(1079, 1080]",3.7093502598895816e-06
F,1081,"(1080, 1081]",9.00453370679099e-07
F,1082,"(1081, 1082]",2.445985099683678e-06
F,1083,"(1082, 1083]",0.0
F,1084,"(1083, 1084]",2.652569328567027e-06
F,1085,"(1084, 1085]",5.501770564104269e-07
F,1086,"(1085, 1086]",7.268315829735821e-07
F,1087,"(1086, 1087]",2.131170868070789e-06
F,1088,"(1087, 1088]",7.81163217369088e-07
F,1089,"(1088, 1089]",9.133100582197745e-07
F,1090,"(1089, 1090]",6.468665583264939e-06
F,1091,"(1090, 1091]",3.391071131009899e-06
F,1092,"(1091, 1092]",1.2778489829591119e-05
F,1093,"(1092, 1093]",7.388378618917954e-07
F,1094,"(1093, 1094]",2.7526201598243264e-07
F,1095,"(1094, 1095]",1.62709563538824e-06
F,1096,"(1095, 1096]",6.881350328439936e-06
F,1097,"(1096, 1097]",1.6556710334461407e-06
F,1098,"(1097, 1098]",1.6447649394830983e-05
F,1099,"(1098, 1099]",1.2618345504095992e-05
F,1100,"(1099, 1100]",3.8615101186822646e-06
F,1101,"(1100, 1101]",5.111809903714858e-07
F,1102,"(1101, 1102]",2.0681417064623412e-07
F,1103,"(1102, 1103]",1.1253800826500571e-06
F,1104,"(1103, 1104]",8.525641095443287e-07
F,1105,"(1104, 1105]",8.977452325127719e-06
F,1106,"(1105, 1106]",6.1613717689291e-07
F,1107,"(1106, 1107]",1.3898169287917494e-05
F,1108,"(1107, 1108]",7.128682670689951e-06
F,1109,"(1108, 1109]",8.57000361988893e-06
F,1110,"(1109, 1110]",9.024422074011397e-06
F,1111,"(1110, 1111]",2.7221897728354336e-07
F,1112,"(1111, 1112]",1.892856706845404e-06
F,1113,"(1112, 1113]",4.962172260800746e-07
F,1114,"(1113, 1114]",0.0
F,1115,"(1114, 1115]",1.1766664793986928e-06
F,1116,"(1115, 1116]",3.7847587646309062e-06
F,1117,"(1116, 1117]",1.0934070707801389e-05
F,1118,"(1117, 1118]",7.868689652552835e-06
F,1119,"(1118, 1119]",1.132546938148114e-06
F,1120,"(1119, 1120]",2.5964675305353423e-07
F,1121,"(1120, 1121]",1.125926838513353e-06
F,1122,"(1121, 1122]",1.245309632173571e-06
F,1123,"(1122, 1123]",9.447845437681056e-06
F,1124,"(1123, 1124]",1.5053937168793122e-06
F,1125,"(1124, 1125]",4.375175734647819e-06
F,1126,"(1125, 1126]",5.0166215694118056e-06
F,1127,"(1126, 1127]",3.8224125748748005e-06
F,1128,"(1127, 1128]",0.0
F,1129,"(1128, 1129]",4.866779805218265e-07
F,1130,"(1129, 1130]",2.2850435312790615e-06
F,1131,"(1130, 1131]",0.0
F,1132,"(1131, 1132]",2.4829355938993053e-06
F,1133,"(1132, 1133]",1.265041357411904e-06
F,1134,"(1133, 1134]",8.397104675073485e-07
F,1135,"(1134, 1135]",1.7311813962136428e-06
F,1136,"(1135, 1136]",1.9879674771519615e-06
F,1137,"(1136, 1137]",1.3390519935086291e-06
F,1138,"(1137, 1138]",6.886736966827338e-07
F,1139,"(1138, 1139]",2.5866213912551527e-06
F,1140,"(1139, 1140]",2.0693543208626043e-06
F,1141,"(1140, 1141]",3.1742191141070376e-06
F,1142,"(1141, 1142]",4.557745689910918e-06
F,1143,"(1142, 1143]",1.4774773492810824e-05
F,1144,"(1143, 1144]",1.8855482301229107e-06
F,1145,"(1144, 1145]",3.130599965981728e-06
F,1146,"(1145, 1146]",8.476893860817657e-07
F,1147,"(1146, 1147]",4.838189811285882e-06
F,1148,"(1147, 1148]",1.2006027674202804e-06
F,1149,"(1148, 1149]",2.9413662563757437e-06
F,1150,"(1149, 1150]",3.0443518827363806e-06
F,1151,"(1150, 1151]",0.0
F,1152,"(1151, 1152]",5.482474417857382e-07
F,1153,"(1152, 1153]",4.909491178485963e-06
F,1154,"(1153, 1154]",5.984224300934763e-07
F,1155,"(1154, 1155]",8.296800599650634e-06
F,1156,"(1155, 1156]",2.960425171230298e-06
F,1157,"(1156, 1157]",1.1800475238242167e-06
F,1158,"(1157, 1158]",7.5985517253836175e-06
F,1159,"(1158, 1159]",2.574897703679363e-06
F,1160,"(1159, 1160]",3.1803461665323404e-08
F,1161,"(1160, 1161]",3.993075863392783e-06
F,1162,"(1161, 1162]",0.0
F,1163,"(1162, 1163]",2.4878736519465243e-06
F,1164,"(1163, 1164]",2.694290926663736e-06
F,1165,"(1164, 1165]",5.333361247272754e-06
F,1166,"(1165, 1166]",6.714305316907766e-06
F,1167,"(1166, 1167]",1.1341960315186362e-05
F,1168,"(1167, 1168]",1.0135721409343572e-06
F,1169,"(1168, 1169]",1.2599915435281772e-07
F,1170,"(1169, 1170]",1.380888855446563e-06
F,1171,"(1170, 1171]",1.531216264750116e-06
F,1172,"(1171, 1172]",1.1685453641187827e-06
F,1173,"(1172, 1173]",4.578636499438769e-06
F,1174,"(1173, 1174]",2.8565601056236525e-06
F,1175,"(1174, 1175]",2.404300656852409e-06
F,1176,"(1175, 1176]",1.0335991286514472e-05
F,1177,"(1176, 1177]",2.64073535067783e-05
F,1178,"(1177, 1178]",1.581668066978972e-05
F,1179,"(1178, 1179]",2.362104119856225e-06
F,1180,"(1179, 1180]",2.9620988408246734e-06
F,1181,"(1180, 1181]",1.681783283705575e-06
F,1182,"(1181, 1182]",2.1029219451562108e-06
F,1183,"(1182, 1183]",2.4515257999571454e-06
F,1184,"(1183, 1184]",1.580474319203931e-05
F,1185,"(1184, 1185]",2.8737261436398998e-05
F,1186,"(1185, 1186]",7.431585511426245e-07
F,1187,"(1186, 1187]",8.024495634509395e-06
F,1188,"(1187, 1188]",1.029807651861794e-06
F,1189,"(1188, 1189]",5.7439473710928104e-06
F,1190,"(1189, 1190]",9.423018191441247e-07
F,1191,"(1190, 1191]",1.2006027674202804e-06
F,1192,"(1191, 1192]",3.2741352912911157e-07
F,1193,"(1192, 1193]",5.111234491690171e-07
F,1194,"(1193, 1194]",9.912381563323835e-06
F,1195,"(1194, 1195]",1.3687655500676888e-06
F,1196,"(1195, 1196]",1.1196421302233887e-05
F,1197,"(1196, 1197]",2.310099393539038e-06
F,1198,"(1197, 1198]",1.3167344614194798e-05
F,1199,"(1198, 1199]",5.9849502519072675e-06
F,1200,"(1199, 1200]",1.070755823881683e-05
F,1201,"(1200, 1201]",6.448538392053525e-06
F,1202,"(1201, 1202]",3.477196670176029e-06
F,1203,"(1202, 1203]",4.664679301687372e-06
F,1204,"(1203, 1204]",1.2512624363938488e-06
F,1205,"(1204, 1205]",1.1218366986877058e-06
F,1206,"(1205, 1206]",1.339450771236903e-06
F,1207,"(1206, 1207]",9.38760413951855e-07
F,1208,"(1207, 1208]",0.0
F,1209,"(1208, 1209]",6.329505967418623e-06
F,1210,"(1209, 1210]",2.4934959994097043e-06
F,1211,"(1210, 1211]",7.162066123933169e-06
F,1212,"(1211, 1212]",2.3989459311377626e-06
F,1213,"(1212, 1213]",1.3037207238990338e-06
F,1214,"(1213, 1214]",0.0
F,1215,"(1214, 1215]",1.9703306970312185e-06
F,1216,"(1215, 1216]",6.051348299102484e-06
F,1217,"(1216, 1217]",2.7404432671999893e-05
F,1218,"(1217, 1218]",4.479656864578408e-06
F,1219,"(1218, 1219]",5.572508921065817e-05
F,1220,"(1219, 1220]",2.964758305116793e-06
F,1221,"(1220, 1221]",5.354964059994752e-06
F,1222,"(1221, 1222]",3.8689884376732957e-07
F,1223,"(1222, 1223]",3.829892049004336e-08
F,1224,"(1223, 1224]",0.0
F,1225,"(1224, 1225]",4.807734104814966e-07
F,1226,"(1225, 1226]",5.267884448142398e-06
F,1227,"(1226, 1227]",7.895962958893986e-06
F,1228,"(1227, 1228]",2.0615934506095095e-07
F,1229,"(1228, 1229]",4.2820042071586945e-06
F,1230,"(1229, 1230]",9.785627402329661e-06
F,1231,"(1230, 1231]",3.655634359044077e-06
F,1232,"(1231, 1232]",2.504662617484441e-06
F,1233,"(1232, 1233]",1.7229383371063754e-06
F,1234,"(1233, 1234]",2.2569639274801376e-05
F,1235,"(1234, 1235]",1.9312930181201647e-06
F,1236,"(1235, 1236]",1.991015408572414e-06
F,1237,"(1236, 1237]",1.4120342489847916e-06
F,1238,"(1237, 1238]",1.0163651577402901e-06
F,1239,"(1238, 1239]",2.000200024478603e-06
F,1240,"(1239, 1240]",0.0
F,1241,"(1240, 1241]",1.1098027894602553e-06
F,1242,"(1241, 1242]",7.417563651970724e-07
F,1243,"(1242, 1243]",8.03675125370407e-07
F,1244,"(1243, 1244]",1.0254076028635274e-06
F,1245,"(1244, 1245]",0.0
F,1246,"(1245, 1246]",4.458951306855747e-06
F,1247,"(1246, 1247]",1.9603607891123075e-06
F,1248,"(1247, 1248]",1.3267565898340383e-06
F,1249,"(1248, 1249]",0.0
F,1250,"(1249, 1250]",3.5609680575584093e-07
F,1251,"(1250, 1251]",7.697307900352242e-07
F,1252,"(1251, 1252]",3.138415727517699e-07
F,1253,"(1252, 1253]",5.444379545670867e-07
F,1254,"(1253, 1254]",1.0749098800929224e-06
F,1255,"(1254, 1255]",0.0
F,1256,"(1255, 1256]",2.9009429967201916e-06
F,1257,"(1256, 1257]",2.0978209626097484e-05
F,1258,"(1257, 1258]",7.349027198369271e-06
