Lowest income group,evenness_income_resi,f,freq
3.469446951953614e-18,0.19999999999999996,-0.006798627781316419,0.0
3.469446951953614e-18,0.21094676402671164,-0.0068392120842456095,0.0
3.469446951953614e-18,0.2250528040001724,-0.0070825781471950885,0.0
3.469446951953614e-18,0.23279055742224525,-0.0070825781471950885,0.0
3.469446951953614e-18,0.25032299741602065,-0.0070825781471950885,0.0
3.469446951953614e-18,0.2626262626262626,-0.0070825781471950885,0.0
3.469446951953614e-18,0.2794245858761988,-0.0038500974826553794,0.0
3.469446951953614e-18,0.29731232622798887,-0.0038500974826553794,0.0
3.469446951953614e-18,0.3098591549295774,-0.0038500974826553794,0.0
3.469446951953614e-18,0.33262411347517723,-0.0036736261146211474,0.0
3.469446951953614e-18,0.33333333333333326,-0.0036736261146211474,0.0
3.469446951953614e-18,0.334625322997416,-0.0036736261146211474,20649.0
3.469446951953614e-18,0.3555555555555555,-0.0036736261146211474,1042.0
3.469446951953614e-18,0.36075600340903397,-0.0036736261146211474,1311.0
3.469446951953614e-18,0.3748479318734793,-0.0036736261146211474,977.0
3.469446951953614e-18,0.381315885132679,-0.003826116759895992,2089.0
3.469446951953614e-18,0.3933040123661843,-0.003826116759895992,2632.0
3.469446951953614e-18,0.4082811747713047,-0.003826116759895992,1287.0
3.469446951953614e-18,0.4184791137055519,-0.003826116759895992,1056.0
3.469446951953614e-18,0.4355393349553933,-0.003826116759895992,1303.0
3.469446951953614e-18,0.4588987163288103,-0.003826116759895992,1622.0
3.469446951953614e-18,0.47326024962038443,-0.003826116759895992,1918.0
3.469446951953614e-18,0.4956109956109956,-0.003826116759895992,3118.0
3.469446951953614e-18,0.5064197530864197,-0.003826116759895992,3747.0
3.469446951953614e-18,0.5265987549518958,-0.003826116759895992,2813.0
3.469446951953614e-18,0.5706605222734255,-0.003826116759895992,1571.0
3.469446951953614e-18,0.6212246302029584,-0.004206163392180194,2289.0
3.469446951953614e-18,0.6666666666666665,-0.004206163392180194,516.0
3.469446951953614e-18,0.6692307692307692,-0.0014559787789695938,34492.0
3.469446951953614e-18,0.9595959595959596,0.0003525838475543106,2511.0
0.008720930232558141,0.19999999999999996,-0.004757540065870408,0.0
0.008720930232558141,0.21094676402671164,-0.004798124368799598,0.0
0.008720930232558141,0.2250528040001724,-0.005041490431749077,0.0
0.008720930232558141,0.23279055742224525,-0.005041490431749077,0.0
0.008720930232558141,0.25032299741602065,-0.005041490431749077,0.0
0.008720930232558141,0.2626262626262626,-0.005041490431749077,0.0
0.008720930232558141,0.2794245858761988,-0.0018090097672093677,0.0
0.008720930232558141,0.29731232622798887,-0.0018090097672093677,0.0
0.008720930232558141,0.3098591549295774,-0.0018090097672093677,0.0
0.008720930232558141,0.33262411347517723,-0.00142800589369195,0.0
0.008720930232558141,0.33333333333333326,-0.00142800589369195,0.0
0.008720930232558141,0.334625322997416,-0.00142800589369195,0.0
0.008720930232558141,0.3555555555555555,-0.00142800589369195,0.0
0.008720930232558141,0.36075600340903397,-0.00142800589369195,0.0
0.008720930232558141,0.3748479318734793,-0.00142800589369195,0.0
0.008720930232558141,0.381315885132679,-0.001580496538966795,0.0
0.008720930232558141,0.3933040123661843,-0.001580496538966795,0.0
0.008720930232558141,0.4082811747713047,-0.001580496538966795,0.0
0.008720930232558141,0.4184791137055519,-0.001580496538966795,0.0
0.008720930232558141,0.4355393349553933,-0.001580496538966795,0.0
0.008720930232558141,0.4588987163288103,-0.001573754005965088,0.0
0.008720930232558141,0.47326024962038443,-0.001573754005965088,0.0
0.008720930232558141,0.4956109956109956,-0.001573754005965088,0.0
0.008720930232558141,0.5064197530864197,-0.001573754005965088,0.0
0.008720930232558141,0.5265987549518958,-0.001573754005965088,0.0
0.008720930232558141,0.5706605222734255,-0.001573754005965088,0.0
0.008720930232558141,0.6212246302029584,-0.00195380063824929,0.0
0.008720930232558141,0.6666666666666665,-0.00195380063824929,0.0
0.008720930232558141,0.6692307692307692,-0.0026691769613274214,0.0
0.008720930232558141,0.9595959595959596,-0.0026691769613274214,0.0
0.039538822303282956,0.19999999999999996,-0.004757540065870408,0.0
0.039538822303282956,0.21094676402671164,-0.004798124368799598,0.0
0.039538822303282956,0.2250528040001724,-0.005041490431749077,0.0
0.039538822303282956,0.23279055742224525,-0.005041490431749077,0.0
0.039538822303282956,0.25032299741602065,-0.005041490431749077,0.0
0.039538822303282956,0.2626262626262626,-0.005041490431749077,0.0
0.039538822303282956,0.2794245858761988,-0.0018090097672093677,0.0
0.039538822303282956,0.29731232622798887,-0.0018090097672093677,311.0
0.039538822303282956,0.3098591549295774,-0.0018090097672093677,70.0
0.039538822303282956,0.33262411347517723,-0.00142800589369195,124.0
0.039538822303282956,0.33333333333333326,-0.00142800589369195,0.0
0.039538822303282956,0.334625322997416,-0.00142800589369195,25.0
0.039538822303282956,0.3555555555555555,-0.00142800589369195,142.0
0.039538822303282956,0.36075600340903397,-0.00142800589369195,8.0
0.039538822303282956,0.3748479318734793,-0.00142800589369195,163.0
0.039538822303282956,0.381315885132679,-0.001580496538966795,55.0
0.039538822303282956,0.3933040123661843,-0.001580496538966795,69.0
0.039538822303282956,0.4082811747713047,-0.001580496538966795,92.0
0.039538822303282956,0.4184791137055519,-0.001580496538966795,71.0
0.039538822303282956,0.4355393349553933,-0.001580496538966795,36.0
