car_ownership,cum_jobs,f,freq
0.030195381882770822,7.275957614183426e-12,0.0387072639327468,0.0
0.030195381882770822,234.04140038858895,0.0387072639327468,0.0
0.030195381882770822,474.95864288126177,0.036035243065637206,0.0
0.030195381882770822,769.6677909017017,0.013874982432642622,0.0
0.030195381882770822,1128.3453892204197,0.013184099240320194,0.0
0.030195381882770822,1543.7907900810314,0.00016306453941865385,0.0
0.030195381882770822,1975.1969890976034,0.00016306453941865385,0.0
0.030195381882770822,2515.501800248203,0.00016306453941865385,0.0
0.030195381882770822,3000.1998378501885,-0.000313003757833466,0.0
0.030195381882770822,3990.6327675699868,-0.000313003757833466,0.0
0.030195381882770822,4775.948516162629,-0.000313003757833466,0.0
0.030195381882770822,5604.75992395731,-0.000313003757833466,0.0
0.030195381882770822,6673.110353604381,-0.0007345849357433163,0.0
0.030195381882770822,7484.778023567196,-0.0007345849357433163,0.0
0.030195381882770822,8524.964644320688,-0.0007345849357433163,0.0
0.030195381882770822,9484.076494982022,-0.0007345849357433163,0.0
0.030195381882770822,12978.985530772647,-0.0007345849357433163,0.0
0.030195381882770822,15553.375390703339,-0.0007345849357433163,0.0
0.030195381882770822,18279.281360753674,-0.0007345849357433163,0.0
0.030195381882770822,22871.846037835305,-0.0007345849357433163,0.0
0.030195381882770822,25647.14059691455,-0.0007345849357433163,0.0
0.030195381882770822,36671.60510852793,-0.0007345849357433163,0.0
0.030195381882770822,46845.420632828514,-0.0007345849357433163,0.0
0.030195381882770822,70607.73077972204,-0.0007345849357433163,0.0
0.030195381882770822,108268.44093943582,-0.0007345849357433163,0.0
0.030195381882770822,159874.9776715541,-0.0007345849357433163,0.0
0.030195381882770822,193356.25643192156,-0.0007345849357433163,0.0
0.030195381882770822,227534.66063029977,-0.0007345849357433163,0.0
0.030195381882770822,274537.99030035746,-0.0007345849357433163,0.0
0.030195381882770822,320872.7186681552,-0.0007345849357433163,0.0
0.23538260489258672,7.275957614183426e-12,0.0387072639327468,0.0
0.23538260489258672,234.04140038858895,0.0387072639327468,0.0
0.23538260489258672,474.95864288126177,0.036035243065637206,0.0
0.23538260489258672,769.6677909017017,0.013874982432642622,0.0
0.23538260489258672,1128.3453892204197,0.013184099240320194,0.0
0.23538260489258672,1543.7907900810314,0.00016306453941865385,0.0
0.23538260489258672,1975.1969890976034,0.00016306453941865385,0.0
0.23538260489258672,2515.501800248203,0.00016306453941865385,0.0
0.23538260489258672,3000.1998378501885,-0.000313003757833466,0.0
0.23538260489258672,3990.6327675699868,-0.000313003757833466,0.0
0.23538260489258672,4775.948516162629,-0.000313003757833466,0.0
0.23538260489258672,5604.75992395731,-0.000313003757833466,0.0
0.23538260489258672,6673.110353604381,-0.0007345849357433163,0.0
0.23538260489258672,7484.778023567196,-0.0007345849357433163,0.0
0.23538260489258672,8524.964644320688,-0.0007345849357433163,0.0
0.23538260489258672,9484.076494982022,-0.0007345849357433163,0.0
0.23538260489258672,12978.985530772647,-0.0007345849357433163,0.0
0.23538260489258672,15553.375390703339,-0.0007345849357433163,6.0
0.23538260489258672,18279.281360753674,-0.0007345849357433163,4.0
0.23538260489258672,22871.846037835305,-0.0007345849357433163,16.0
0.23538260489258672,25647.14059691455,-0.0007345849357433163,4.0
0.23538260489258672,36671.60510852793,-0.0007345849357433163,33.0
0.23538260489258672,46845.420632828514,-0.0007345849357433163,24.0
0.23538260489258672,70607.73077972204,-0.0007345849357433163,61.0
0.23538260489258672,108268.44093943582,-0.0007345849357433163,37.0
0.23538260489258672,159874.9776715541,-0.0007345849357433163,476.0
0.23538260489258672,193356.25643192156,-0.0007345849357433163,1184.0
0.23538260489258672,227534.66063029977,-0.0007345849357433163,75.0
0.23538260489258672,274537.99030035746,-0.0007345849357433163,97.0
0.23538260489258672,320872.7186681552,-0.0007345849357433163,291.0
0.3008796891086169,7.275957614183426e-12,0.0387072639327468,0.0
0.3008796891086169,234.04140038858895,0.0387072639327468,0.0
0.3008796891086169,474.95864288126177,0.036035243065637206,0.0
0.3008796891086169,769.6677909017017,0.013874982432642622,0.0
0.3008796891086169,1128.3453892204197,0.013184099240320194,0.0
0.3008796891086169,1543.7907900810314,0.00016306453941865385,0.0
0.3008796891086169,1975.1969890976034,0.00016306453941865385,0.0
0.3008796891086169,2515.501800248203,0.00016306453941865385,0.0
0.3008796891086169,3000.1998378501885,-0.000313003757833466,0.0
0.3008796891086169,3990.6327675699868,-0.000313003757833466,0.0
0.3008796891086169,4775.948516162629,-0.000313003757833466,0.0
0.3008796891086169,5604.75992395731,-0.000313003757833466,0.0
0.3008796891086169,6673.110353604381,-0.0007345849357433163,10.0
0.3008796891086169,7484.778023567196,-0.0007345849357433163,0.0
0.3008796891086169,8524.964644320688,-0.0007345849357433163,0.0
0.3008796891086169,9484.076494982022,-0.0007345849357433163,20.0
0.3008796891086169,12978.985530772647,-0.0007345849357433163,11.0
0.3008796891086169,15553.375390703339,-0.0007345849357433163,52.0
0.3008796891086169,18279.281360753674,-0.0007345849357433163,28.0
0.3008796891086169,22871.846037835305,-0.0007345849357433163,12.0
0.3008796891086169,25647.14059691455,-0.0007345849357433163,26.0
0.3008796891086169,36671.60510852793,-0.0007345849357433163,133.0
0.3008796891086169,46845.420632828514,-0.0007345849357433163,106.0
0.3008796891086169,70607.73077972204,-0.0007345849357433163,426.0
0.3008796891086169,108268.44093943582,-0.0007345849357433163,930.0
0.3008796891086169,159874.9776715541,-0.0007345849357433163,1405.0
0.3008796891086169,193356.25643192156,-0.0007345849357433163,357.0
0.3008796891086169,227534.66063029977,-0.0007345849357433163,733.0
0.3008796891086169,274537.99030035746,-0.0007345849357433163,608.0
0.3008796891086169,320872.7186681552,-0.0007345849357433163,647.0
0.3327212367518654,7.275957614183426e-12,0.0387072639327468,0.0
0.3327212367518654,234.04140038858895,0.0387072639327468,0.0
0.3327212367518654,474.95864288126177,0.036035243065637206,0.0
0.3327212367518654,769.6677909017017,0.013874982432642622,0.0
0.3327212367518654,1128.3453892204197,0.013184099240320194,0.0
0.3327212367518654,1543.7907900810314,0.00016306453941865385,0.0
0.3327212367518654,1975.1969890976034,0.00016306453941865385,0.0
0.3327212367518654,2515.501800248203,0.00016306453941865385,0.0
0.3327212367518654,3000.1998378501885,-0.000313003757833466,0.0
0.3327212367518654,3990.6327675699868,-0.000313003757833466,4.0
0.3327212367518654,4775.948516162629,-0.000313003757833466,0.0
0.3327212367518654,5604.75992395731,-0.000313003757833466,32.0
0.3327212367518654,6673.110353604381,-0.0007345849357433163,12.0
0.3327212367518654,7484.778023567196,-0.0007345849357433163,0.0
0.3327212367518654,8524.964644320688,-0.0007345849357433163,71.0
0.3327212367518654,9484.076494982022,-0.0007345849357433163,4.0
0.3327212367518654,12978.985530772647,-0.0007345849357433163,28.0
0.3327212367518654,15553.375390703339,-0.0007345849357433163,0.0
0.3327212367518654,18279.281360753674,-0.0007345849357433163,82.0
0.3327212367518654,22871.846037835305,-0.0007345849357433163,46.0
0.3327212367518654,25647.14059691455,-0.0007345849357433163,20.0
0.3327212367518654,36671.60510852793,-0.0007345849357433163,348.0
0.3327212367518654,46845.420632828514,-0.0007345849357433163,59.0
0.3327212367518654,70607.73077972204,-0.0007345849357433163,137.0
0.3327212367518654,108268.44093943582,-0.0007345849357433163,128.0
0.3327212367518654,159874.9776715541,-0.0007345849357433163,393.0
0.3327212367518654,193356.25643192156,-0.0007345849357433163,16.0
0.3327212367518654,227534.66063029977,-0.0007345849357433163,2340.0
0.3327212367518654,274537.99030035746,-0.0007345849357433163,65.0
0.3327212367518654,320872.7186681552,-0.0007345849357433163,2757.0
0.3516688129254192,7.275957614183426e-12,0.0387072639327468,0.0
0.3516688129254192,234.04140038858895,0.0387072639327468,0.0
0.3516688129254192,474.95864288126177,0.036035243065637206,0.0
0.3516688129254192,769.6677909017017,0.013874982432642622,0.0
0.3516688129254192,1128.3453892204197,0.013184099240320194,0.0
0.3516688129254192,1543.7907900810314,0.00016306453941865385,0.0
0.3516688129254192,1975.1969890976034,0.00016306453941865385,0.0
0.3516688129254192,2515.501800248203,0.00016306453941865385,0.0
0.3516688129254192,3000.1998378501885,-0.000313003757833466,0.0
0.3516688129254192,3990.6327675699868,-0.000313003757833466,0.0
0.3516688129254192,4775.948516162629,-0.000313003757833466,6.0
