cum_jobs,gsi,f,freq
7.275957614183426e-12,3.134920619526915e-05,-0.00046046940562558626,0.0
7.275957614183426e-12,0.0012155987059223744,-0.00046046940562558626,3.0
7.275957614183426e-12,0.001846227081971047,-0.00046046940562558626,0.0
7.275957614183426e-12,0.002379503170401809,-0.00046046940562558626,0.0
7.275957614183426e-12,0.0029266730275055303,-0.00046046940562558626,0.0
7.275957614183426e-12,0.003878332155248701,-0.00046046940562558626,0.0
7.275957614183426e-12,0.0061948183729832115,-0.00046046940562558626,0.0
7.275957614183426e-12,0.012641923479655405,-0.00046046940562558626,0.0
7.275957614183426e-12,0.015412419191529324,-0.00046046940562558626,0.0
7.275957614183426e-12,0.018431421647745597,-0.00046046940562558626,0.0
7.275957614183426e-12,0.020696022984908462,-0.0011855294531711185,0.0
7.275957614183426e-12,0.022838928656372763,-0.0011855294531711185,0.0
7.275957614183426e-12,0.0251473546510948,-0.0011855294531711185,0.0
7.275957614183426e-12,0.02802063944720732,-0.0011855294531711185,0.0
7.275957614183426e-12,0.03131891724222554,-0.0011855294531711185,0.0
7.275957614183426e-12,0.03442988610849952,-0.0011855294531711185,0.0
7.275957614183426e-12,0.03756364433824816,-0.0011855294531711185,0.0
7.275957614183426e-12,0.04363605542764597,-0.0011855294531711185,0.0
7.275957614183426e-12,0.050824581169582925,-0.0011855294531711185,0.0
7.275957614183426e-12,0.059876970880121484,-0.0011855294531711185,0.0
7.275957614183426e-12,0.06399464132580931,-0.0011855294531711185,0.0
7.275957614183426e-12,0.07411248263332694,-0.0011855294531711185,0.0
7.275957614183426e-12,0.08068243524318078,-0.0011855294531711185,0.0
7.275957614183426e-12,0.08762579905658562,-0.0011855294531711185,0.0
7.275957614183426e-12,0.10146011194402631,-0.006130494089333627,0.0
7.275957614183426e-12,0.1047813628388075,-0.000354861410043791,0.0
7.275957614183426e-12,0.123594230110364,-0.000354861410043791,0.0
7.275957614183426e-12,0.13915624194560522,0.009994189684475163,0.0
7.275957614183426e-12,0.162694952985897,0.009994189684475163,0.0
7.275957614183426e-12,0.21456622390930616,0.009994189684475163,0.0
234.04140038858895,3.134920619526915e-05,-0.00046046940562558626,12.0
234.04140038858895,0.0012155987059223744,-0.00046046940562558626,3305.0
234.04140038858895,0.001846227081971047,-0.00046046940562558626,1703.0
234.04140038858895,0.002379503170401809,-0.00046046940562558626,900.0
234.04140038858895,0.0029266730275055303,-0.00046046940562558626,315.0
234.04140038858895,0.003878332155248701,-0.00046046940562558626,235.0
234.04140038858895,0.0061948183729832115,-0.00046046940562558626,66.0
234.04140038858895,0.012641923479655405,-0.00046046940562558626,59.0
234.04140038858895,0.015412419191529324,-0.00046046940562558626,12.0
234.04140038858895,0.018431421647745597,-0.00046046940562558626,52.0
234.04140038858895,0.020696022984908462,-0.0011855294531711185,10.0
234.04140038858895,0.022838928656372763,-0.0011855294531711185,0.0
234.04140038858895,0.0251473546510948,-0.0011855294531711185,0.0
234.04140038858895,0.02802063944720732,-0.0011855294531711185,20.0
234.04140038858895,0.03131891724222554,-0.0011855294531711185,23.0
234.04140038858895,0.03442988610849952,-0.0011855294531711185,12.0
234.04140038858895,0.03756364433824816,-0.0011855294531711185,0.0
234.04140038858895,0.04363605542764597,-0.0011855294531711185,4.0
234.04140038858895,0.050824581169582925,-0.0011855294531711185,8.0
234.04140038858895,0.059876970880121484,-0.0011855294531711185,0.0
234.04140038858895,0.06399464132580931,-0.0011855294531711185,0.0
234.04140038858895,0.07411248263332694,-0.0011855294531711185,0.0
234.04140038858895,0.08068243524318078,-0.0011855294531711185,0.0
234.04140038858895,0.08762579905658562,-0.0011855294531711185,0.0
234.04140038858895,0.10146011194402631,-0.006130494089333627,0.0
234.04140038858895,0.1047813628388075,-0.000354861410043791,0.0
234.04140038858895,0.123594230110364,-0.000354861410043791,0.0
234.04140038858895,0.13915624194560522,0.009994189684475163,0.0
234.04140038858895,0.162694952985897,0.009994189684475163,0.0
234.04140038858895,0.21456622390930616,0.009994189684475163,0.0
474.95864288126177,3.134920619526915e-05,-0.00046046940562558626,0.0
474.95864288126177,0.0012155987059223744,-0.00046046940562558626,1248.0
474.95864288126177,0.001846227081971047,-0.00046046940562558626,1455.0
474.95864288126177,0.002379503170401809,-0.00046046940562558626,1420.0
474.95864288126177,0.0029266730275055303,-0.00046046940562558626,793.0
474.95864288126177,0.003878332155248701,-0.00046046940562558626,904.0
474.95864288126177,0.0061948183729832115,-0.00046046940562558626,266.0
474.95864288126177,0.012641923479655405,-0.00046046940562558626,224.0
474.95864288126177,0.015412419191529324,-0.00046046940562558626,177.0
474.95864288126177,0.018431421647745597,-0.00046046940562558626,54.0
474.95864288126177,0.020696022984908462,-0.0011855294531711185,77.0
474.95864288126177,0.022838928656372763,-0.0011855294531711185,19.0
474.95864288126177,0.0251473546510948,-0.0011855294531711185,2.0
474.95864288126177,0.02802063944720732,-0.0011855294531711185,0.0
474.95864288126177,0.03131891724222554,-0.0011855294531711185,60.0
474.95864288126177,0.03442988610849952,-0.0011855294531711185,6.0
474.95864288126177,0.03756364433824816,-0.0011855294531711185,0.0
